articleID:ID(Article)	title
5634	Mining Coherent Topics With Pre-Learned Interest Knowledge in Twitter.
5635	Modeling Data Correlations in Recommendation.
5636	Bandwidth Efficiency Maximization for Single-Cell Massive Spatial Modulation MIMO - An Adaptive Power Allocation Perspective.
5637	Channel Estimation of MIMO Relay Systems With Multiple Relay Nodes.
5638	HITM - A Hybrid Incentive Trade Model for Data Forwarding in DTNs.
5639	A Multi-Layer Spoof Surface Plasmon Polariton Waveguide With Corrugated Ground.
5640	Learning, Visualizing, and Assessing a Model for the Intrinsic Value of a Batted Ball.
5641	A Hybrid Maximum Power Point Tracking Technique for Partially Shaded Photovoltaic Arrays.
5642	Reduced-RF-Chain Aided Soft-Decision Multi-Set Steered Space-Time Shift-Keying for Millimeter-Wave Communications.
5643	Multi-Set Space-Time Shift Keying and Space- Frequency Space-Time Shift Keying for Millimeter-Wave Communications.
5644	Analysis of Users&apos; Behavior in Structured e-Commerce Websites.
5645	A Reconfigurable SDR Transmitter Platform Architecture for Space Modulation MIMO Techniques.
5646	New Efficient Lower Bound for the Hybrid Flow Shop Scheduling Problem With Multiprocessor Tasks.
5647	Handover Procedure and Algorithm in Vehicle to Infrastructure Visible Light Communication.
5648	Tree-Wise Discriminative Subtree Selection for Texture Image Labeling.
5649	Ultrasound Flow-Monitoring and Flow-Metering of Air-Oil-Water Three-Layer Pipe Flows.
5650	Distributed Detection of Sensor Worms Using Sequential Analysis and Remote Software Attestations.
5651	Event-Driven Trust Refreshment on Ambient Services.
5652	Charging and Discharging of Plug-In Electric Vehicles (PEVs) in Vehicle-to-Grid (V2G) Systems - A Cyber Insurance-Based Model.
5653	A Multi-Institutional Approach to Delivering Shared Curricula for Developing a Next-Generation Energy Workforce.
5654	N-K Constrained Composite Generation and Transmission Expansion Planning With Interval Load.
5655	Personal Privacy Protection Framework Based on Hidden Technology for Smartphones.
5656	SURF - Subject-Adaptive Unsupervised ECG Signal Compression for Wearable Fitness Monitors.
5657	Process Memory Investigation of the Bitcoin Clients Electrum and Bitcoin Core.
5658	An Emotion Recognition System for Mobile Applications.
5659	Cooperative Mechanism for Energy Transportation and Storage in Internet of Energy.
5660	A Data-Driven Clustering Approach for Fault Diagnosis.
5661	Performance Evaluation for Interrupt-Driven Embedded Software Based on EDSPN.
5662	Use of Roadway Scene Semantic Information and Geometry-Preserving Landmark Pairs to Improve Visual Place Recognition in Changing Environments.
5663	Database-Assisted Spectrum Sharing in Satellite Communications - A Survey.
5664	Query-Based-Learning Genetic Algorithm to Construct Mobile-Oriented Catalogs in M-Commerce.
5665	Real-Time Near-Optimal Scheduling With Rolling Horizon for Automatic Manufacturing Cell.
5666	On-Demand Capacity Provisioning in Storage Clusters Through Workload Pattern Modeling.
5667	Accurate Identification of Ontology Alignments at Different Granularity Levels.
5668	Fast Correlation Tracking Using Low-Dimensional Scale Filter and Local Search Strategy.
5669	A Branch History Directed Heuristic Search for Effective Binary Level Dynamic Symbolic Execution.
5670	Training Sequence Design for Efficient Channel Estimation in MIMO-FBMC Systems.
5671	Stochastic-Geometry-Based Performance Analysis of Delayed Mobile Data Offloading With Mobility Prediction in Dense IEEE 802.11 Networks.
5672	Low-Complexity Subcarrier-Wise Detection for MIMO-OFDM With Index Modulation.
5673	Concavity Approximation Based Power Allocation in Millimeter-Wave MIMO Systems.
5674	Modeling for Information Diffusion in Online Social Networks via Hydrodynamics.
5675	Non-Coherent Capacity of M-ary DCSK Modulation System Over Multipath Rayleigh Fading Channels.
5676	Semantic Preference-Based Personalized Recommendation on Heterogeneous Information Network.
5677	Optimal Resource Allocation for Harvested Energy Maximization in Wideband Cognitive Radio Network With SWIPT.
5678	Maximizing Harvested Energy for Full-Duplex SWIPT System With Power Splitting.
5679	Artificial-Noise-Aided Secure Transmission With Directional Modulation Based on Random Frequency Diverse Arrays.
5680	Integrity-Oriented Content Offloading in Vehicular Sensor Network.
5681	A Bandwidth-Efficient Stereo Video Streaming System.
5682	On Practical Issues of Electric Network Frequency Based Audio Forensics.
5683	A Low Profile, Ultra-Lightweight, High Efficient Circularly-Polarized Antenna Array for Ku Band Satellite Applications.
5684	Location-Based Aggregate Queries for Heterogeneous Neighboring Objects.
5685	Low Complexity Coefficient Selection Algorithms for Compute-and-Forward.
5686	Energy Efficient Wireless Pushing With Request Delay Information and Delivery Delay Constraint.
5687	A Novel Cooperative Jamming Scheme for Wireless Social Networks Without Known CSI.
5688	IP Flow Mobility in the Industry - From An Economic Perspective.
5689	Fuzzy Linear Regression Discriminant Projection for Face Recognition.
5690	Chemical Medicine Classification Through Chemical Properties Analysis.
5691	Temporal-Based Fuzzy Utility Mining.
5692	Beam-Blocked Channel Estimation for FDD Massive MIMO With Compressed Feedback.
5693	A New Contactless Method for Velocity Measurement of Bubble and Slug in Millimeter-Scale Pipelines.
5694	Simulation-Based Optimization in a Bidirectional A/B Skip-Stop Bus Service.
5695	Group-Aware Delay-Constrained Video Transmission Over Multihomed Device-to-Device Networks.
5696	A Parallel Nonlocal Means Algorithm for Remote Sensing Image Denoising on an Intel Xeon Phi Platform.
5697	Robust AN-Aided Beamforming Design for Secure MISO Cognitive Radio Based on a Practical Nonlinear EH Model.
5698	A New Compact and High Gain Circularly-Polarized Slot Antenna Array for Ku-Band Mobile Satellite TV Reception.
5699	Multi-Frame Super-Resolution Reconstruction Based on Gradient Vector Flow Hybrid Field.
5700	Social-Aware Resource Allocation for Content Dissemination Networks - An Evolutionary Game Approach.
5701	Propagation and Scattering by a Layer of Randomly Distributed Dielectric Cylinders Using Monte Carlo Simulations of 3D Maxwell Equations With Applications in Microwave Interactions With Vegetation.
5702	A Social-Energy Based Cluster Management Scheme for User-Centric Ultra-Dense Networks.
5703	Exploring Scalability and Time-Sensitiveness in Reliable Social Sensing With Accuracy Assessment.
5704	CBM Reservoir Rock Physics Model and Its Response Characteristic Study.
5705	A Multi-Carrier M-Ary Differential Chaos Shift Keying System With Low PAPR.
5706	Performance Characterization of Machine-to-Machine Networks With Energy Harvesting and Social-Aware Relays.
5707	Rate Region Analysis in a Full-Duplex-Aided Cooperative Nonorthogonal Multiple-Access System.
5708	Distributed Reputation Management for Secure and Efficient Vehicular Edge Computing and Networks.
5709	Characterization of Gas-Liquid Two-Phase Flow by Correlation Dimension of Vortex-Induced Pressure Fluctuation.
5710	Secure Data Access Control With Ciphertext Update and Computation Outsourcing in Fog Computing for Internet of Things.
5711	Power Control for Full-Duplex Relay-Enhanced Cellular Networks With QoS Guarantees.
5712	EOC - Energy Optimization Coding for Wireless Nanosensor Networks in the Terahertz Band.
5713	Robust Student&apos;s t-Based Stochastic Cubature Filter for Nonlinear Systems With Heavy-Tailed Process and Measurement Noises.
5714	A New Process Uncertainty Robust Student&apos;s t Based Kalman Filter for SINS/GPS Integration.
5715	A Vector-Quantization Compression Circuit With On-Chip Learning Ability for High-Speed Image Sensor.
5716	Allocating Indivisible Objects With a Parallel Method Insensitive to Identities.
5717	Phased Array Radar-Based Channel Modeling and Sparse Channel Estimation for an Integrated Radar and Communication System.
5718	Markov Evolutionary Games for Network Defense Strategy Selection.
5719	Feature-Based Resource Allocation for Real-Time Stereo Disparity Estimation.
5720	5G Cellular User Equipment - From Theory to Practical Hardware Design.
5721	Incipient Fault Diagnosis of Roller Bearing Using Optimized Wavelet Transform Based Multi-Speed Vibration Signatures.
5722	Experimental Study on Extreme Learning Machine Applications for Speech Enhancement.
5723	Securing Systems With Indispensable Entropy - LWE-Based Lossless Computational Fuzzy Extractor for the Internet of Things.
5724	Dynamic Flow Scheduling With Uncertain Flow Duration in Optical Data Centers.
5725	An Efficient Parallel Method for Mining Frequent Closed Sequential Patterns.
5726	SINR Maximizing Beamforming Schemes for the Full Duplex Amplify-and-Forward Relay Channel.
5727	Fast and Parallel AAC Decoder Architecture for a Digital Radio Mondiale 30 Receiver.
5728	Development of Observer State Output Feedback for Phase-Shifted Full Bridge DC-DC Converter Control.
5729	An Area-Based Prior Value Method for Detection of Micro Contamination in Hard Disk Drives.
5730	Coverage and Rate Analysis for Downlink HetNets Using Modified Reverse Frequency Allocation Scheme.
5731	Energy-Efficient Vector OFDM PLC Systems With Dynamic Peak-Based Threshold Estimation.
5732	Blind Detection of Copy-Move Forgery in Digital Audio Forensics.
5733	Analytical Modeling of End-to-End Delay in OpenFlow Based Networks.
5734	MPC-Based Control of a Large-Scale Power System Subject to Consecutive Pulse Load Variations.
5735	G-AETCAM - Gate-Based Area-Efficient Ternary Content-Addressable Memory on FPGA.
5736	Selection of Heart-Biometric Templates for Fusion.
5737	Boosting the Performance of Content Centric Networking Using Delay Tolerant Networking Mechanisms.
5738	Microwave Breast Phantom Measurement System With Compact Side Slotted Directional Antenna.
5739	Aromatic Network - A Novel Structure for Power Distribution System.
5740	Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities.
5741	A Lower Bound on Secrecy Capacity for MIMO Wiretap Channel Aided by a Cooperative Jammer With Channel Estimation Error.
5742	A Green Ant-Based method for Path Planning of Unmanned Ground Vehicles.
5743	Enhanced Architecture for Privacy Preserving Data Integration in a Medical Research Environment.
5744	High-Throughput and Area-Efficient Rotated and Cyclic Q Delayed Constellations Demapper for Future Wireless Standards.
5745	Hardware Complexity Reduction in Universal Filtered Multicarrier Transmitter Implementation.
5746	Resource Allocation Schemes for Revenue Maximization in Multicast D2D Networks.
5747	Online Damping Strategy for Controlling Heaving Wave Energy Converters Using Three-Phase Bridge Boost Rectifier.
5748	A Balanced Energy-Consuming and Hole-Alleviating Algorithm for Wireless Sensor Networks.
5749	Sensor Fault Classification Based on Support Vector Machine and Statistical Time-Domain Features.
5750	Balanced Energy Consumption Based Adaptive Routing for IoT Enabling Underwater WSNs.
5751	Establishing a Cooperation-Based and Void Node Avoiding Energy-Efficient Underwater WSN for a Cloud.
5752	An Intelligent Load Management System With Renewable Energy Integration for Smart Homes.
5753	Asymmetric Hardware Distortions in Receive Diversity Systems - Outage Performance Analysis.
5754	TrustCall - A Trust Computation Model for Web Conversational Services.
5755	Distributed Mobility Management for the Future Mobile Networks - A Comprehensive Analysis of Key Design Options.
5756	Hand-Mouse Interface Using Virtual Monitor Concept for Natural Interaction.
5757	A Stochastic Flash Analog-to-Digital Converter Linearized by Reference Swapping.
5758	NC-Link - A New Linkage Method for Efficient Hierarchical Clustering of Large-Scale Data.
5759	Cutset Bounds on the Capacity of MIMO Relay Channels.
5760	The Expansive (Dis)Integration of Electrical Engineering Education.
5761	Self-Adaptive Gravitational Search Algorithm With a Modified Chaotic Local Search.
5762	Decentralized Fixed-Order Piecewise Affine Dynamic Output Feedback Controller Design for Discrete-Time Nonlinear Large-Scale Systems.
5763	Efficient Revocable ID-Based Signature With Cloud Revocation Server.
5764	Image Denoising via Sparse Representation Over Grouped Dictionaries With Adaptive Atom Size.
5765	The Collaboration for Content Delivery and Network Infrastructures - A Survey.
5766	Waveform Design of Zero Head DFT Spread Spectral Efficient Frequency Division Multiplexing.
5767	Data Backlog Analysis in Energy Harvesting Communication Systems.
5768	Dynamic Encrypted Data Sharing Scheme Based on Conditional Proxy Broadcast Re-Encryption for Cloud Storage.
5769	Constructing Large Girth QC Protograph LDPC Codes Based on PSD-PEG Algorithm.
