:START_ID(Volume)	pages	:END_ID(Article)
IEEE Trans. Industrial Electronics|65	9325-9335	2829
IEEE Trans. Industrial Electronics|65	4051-4060	2830
IEEE Trans. Industrial Electronics|65	7060-7071	2831
IEEE Trans. Industrial Electronics|65	2496-2506	2832
IEEE Trans. Industrial Electronics|65	4962-4972	2833
IEEE Trans. Industrial Electronics|65	8797-8808	2834
IEEE Trans. Industrial Electronics|65	9518-9527	2835
IEEE Trans. Industrial Electronics|65	5999-6008	2836
IEEE Trans. Industrial Electronics|65	2956-2966	2837
IEEE Trans. Industrial Electronics|65	7866-7877	2838
IEEE Trans. Industrial Electronics|65	4378-4391	2839
IEEE Trans. Industrial Electronics|65	6239-6249	2840
IEEE Trans. Industrial Electronics|65	1526-1538	2841
IEEE Trans. Industrial Electronics|65	1941-1954	2842
IEEE Trans. Industrial Electronics|65	8005-8017	2843
IEEE Trans. Industrial Electronics|65	9834-9842	2844
IEEE Trans. Industrial Electronics|65	4640-4649	2845
IEEE Trans. Industrial Electronics|65	9635-9645	2846
IEEE Trans. Industrial Electronics|65	7395-7405	2847
IEEE Trans. Industrial Electronics|65	9767-9776	2848
IEEE Trans. Industrial Electronics|65	6625-6634	2849
IEEE Trans. Industrial Electronics|65	6414-6424	2850
IEEE Trans. Industrial Electronics|65	834-843	2851
IEEE Trans. Industrial Electronics|65	3306-3316	2852
IEEE Trans. Industrial Electronics|65	9749-9756	2853
IEEE Trans. Industrial Electronics|65	6538-6547	2854
IEEE Trans. Industrial Electronics|65	9863-9872	2855
IEEE Trans. Industrial Electronics|65	1235-1243	2856
IEEE Trans. Industrial Electronics|65	8740-8748	2857
IEEE Trans. Industrial Electronics|65	2745-2754	2858
IEEE Trans. Industrial Electronics|65	4039-4050	2859
IEEE Trans. Industrial Electronics|65	5722-5732	2860
IEEE Trans. Industrial Electronics|65	8112-8123	2861
IEEE Trans. Industrial Electronics|65	4889-4896	2862
IEEE Trans. Industrial Electronics|65	8204-8214	2863
IEEE Trans. Industrial Electronics|65	5806-5815	2864
IEEE Trans. Industrial Electronics|65	3848-3857	2865
IEEE Trans. Industrial Electronics|65	6217-6228	2866
IEEE Trans. Industrial Electronics|65	8925-8935	2867
IEEE Trans. Industrial Electronics|65	1499-1507	2868
IEEE Trans. Industrial Electronics|65	394-402	2869
IEEE Trans. Industrial Electronics|65	6751-6761	2870
IEEE Trans. Industrial Electronics|65	7229-7238	2871
IEEE Trans. Industrial Electronics|65	5550-5560	2872
IEEE Trans. Industrial Electronics|65	9168-9178	2873
IEEE Trans. Industrial Electronics|65	4257-4267	2874
IEEE Trans. Industrial Electronics|65	4216-4226	2875
IEEE Trans. Industrial Electronics|65	2834-2837	2876
IEEE Trans. Industrial Electronics|65	1490-1498	2877
IEEE Trans. Industrial Electronics|65	2775-2784	2878
IEEE Trans. Industrial Electronics|65	3601-3609	2879
IEEE Trans. Industrial Electronics|65	8224-8231	2880
IEEE Trans. Industrial Electronics|65	4061-4069	2881
IEEE Trans. Industrial Electronics|65	3447-3457	2882
IEEE Trans. Industrial Electronics|65	3077-3094	2883
IEEE Trans. Industrial Electronics|65	6177-6187	2884
IEEE Trans. Industrial Electronics|65	1051-1061	2885
IEEE Trans. Industrial Electronics|65	9895-9904	2886
IEEE Trans. Industrial Electronics|65	5060-5068	2887
IEEE Trans. Industrial Electronics|65	2429-2438	2888
IEEE Trans. Industrial Electronics|65	4135-4144	2889
IEEE Trans. Industrial Electronics|65	7640-7647	2890
IEEE Trans. Industrial Electronics|65	521-531	2891
IEEE Trans. Industrial Electronics|65	3530-3538	2892
IEEE Trans. Industrial Electronics|65	5931-5940	2893
IEEE Trans. Industrial Electronics|65	6382-6392	2894
IEEE Trans. Industrial Electronics|65	7697-7708	2895
IEEE Trans. Industrial Electronics|65	1508-1517	2896
IEEE Trans. Industrial Electronics|65	9625-9634	2897
IEEE Trans. Industrial Electronics|65	2525-2536	2898
IEEE Trans. Industrial Electronics|65	2537-2547	2899
IEEE Trans. Industrial Electronics|65	4006-4016	2900
IEEE Trans. Industrial Electronics|65	4413-4422	2901
IEEE Trans. Industrial Electronics|65	6901-6911	2902
IEEE Trans. Industrial Electronics|65	1626-1635	2903
IEEE Trans. Industrial Electronics|65	1799-1807	2904
IEEE Trans. Industrial Electronics|65	9804-9813	2905
IEEE Trans. Industrial Electronics|65	7343-7352	2906
IEEE Trans. Industrial Electronics|65	7173-7184	2907
IEEE Trans. Industrial Electronics|65	4909-4920	2908
IEEE Trans. Industrial Electronics|65	1740-1750	2909
IEEE Trans. Industrial Electronics|65	1196-1204	2910
IEEE Trans. Industrial Electronics|65	7856-7865	2911
IEEE Trans. Industrial Electronics|65	8052-8061	2912
IEEE Trans. Industrial Electronics|65	2449-2457	2913
IEEE Trans. Industrial Electronics|65	5384-5394	2914
IEEE Trans. Industrial Electronics|65	5201-5212	2915
IEEE Trans. Industrial Electronics|65	4849-4860	2916
IEEE Trans. Industrial Electronics|65	9157-9167	2917
IEEE Trans. Industrial Electronics|65	7648-7659	2918
IEEE Trans. Industrial Electronics|65	9853-9862	2919
IEEE Trans. Industrial Electronics|65	8818-8827	2920
IEEE Trans. Industrial Electronics|65	3879-3889	2921
IEEE Trans. Industrial Electronics|65	5188-5200	2922
IEEE Trans. Industrial Electronics|65	8250-8259	2923
IEEE Trans. Industrial Electronics|65	865-875	2924
IEEE Trans. Industrial Electronics|65	7900-7910	2925
IEEE Trans. Industrial Electronics|65	4702-4713	2926
IEEE Trans. Industrial Electronics|65	8595-8604	2927
IEEE Trans. Industrial Electronics|65	9090-9100	2928
IEEE Trans. Industrial Electronics|65	5157-5166	2929
IEEE Trans. Industrial Electronics|65	8488-8497	2930
IEEE Trans. Industrial Electronics|65	5882-5892	2931
IEEE Trans. Industrial Electronics|65	6066-6076	2932
IEEE Trans. Industrial Electronics|65	9179-9189	2933
IEEE Trans. Industrial Electronics|65	5324-5334	2934
IEEE Trans. Industrial Electronics|65	6372-6381	2935
IEEE Trans. Industrial Electronics|65	9356-9366	2936
IEEE Trans. Industrial Electronics|65	4145-4155	2937
IEEE Trans. Industrial Electronics|65	1398-1407	2938
IEEE Trans. Industrial Electronics|65	4166-4176	2939
IEEE Trans. Industrial Electronics|65	8828-8839	2940
IEEE Trans. Industrial Electronics|65	5733-5742	2941
IEEE Trans. Industrial Electronics|65	2795-2805	2942
IEEE Trans. Industrial Electronics|65	8915-8924	2943
IEEE Trans. Industrial Electronics|65	9113-9123	2944
IEEE Trans. Industrial Electronics|65	6571-6580	2945
IEEE Trans. Industrial Electronics|65	9291-9300	2946
IEEE Trans. Industrial Electronics|65	4290-4300	2947
IEEE Trans. Industrial Electronics|65	2548-2556	2948
IEEE Trans. Industrial Electronics|65	2167-2176	2949
IEEE Trans. Industrial Electronics|65	9056-9067	2950
IEEE Trans. Industrial Electronics|65	2817-2827	2951
IEEE Trans. Industrial Electronics|65	6393-6402	2952
IEEE Trans. Industrial Electronics|65	7458-7467	2953
IEEE Trans. Industrial Electronics|65	2057-2068	2954
IEEE Trans. Industrial Electronics|65	1539-1548	2955
IEEE Trans. Industrial Electronics|65	4897-4908	2956
IEEE Trans. Industrial Electronics|65	9825-9833	2957
IEEE Trans. Industrial Electronics|65	3509-3519	2958
IEEE Trans. Industrial Electronics|65	9266-9279	2959
IEEE Trans. Industrial Electronics|65	3932-3941	2960
IEEE Trans. Industrial Electronics|65	8635-8645	2961
IEEE Trans. Industrial Electronics|65	4661-4669	2962
IEEE Trans. Industrial Electronics|65	3376-3385	2963
IEEE Trans. Industrial Electronics|65	4156-4165	2964
IEEE Trans. Industrial Electronics|65	8476-8487	2965
IEEE Trans. Industrial Electronics|65	957-967	2966
IEEE Trans. Industrial Electronics|65	8574-8584	2967
IEEE Trans. Industrial Electronics|65	7106-7118	2968
IEEE Trans. Industrial Electronics|65	6787-6799	2969
IEEE Trans. Industrial Electronics|65	9101-9112	2970
IEEE Trans. Industrial Electronics|65	145-155	2971
IEEE Trans. Industrial Electronics|65	6850-6859	2972
IEEE Trans. Industrial Electronics|65	7719-7729	2973
IEEE Trans. Industrial Electronics|65	7036-7048	2974
IEEE Trans. Industrial Electronics|65	8184-8194	2975
IEEE Trans. Industrial Electronics|65	8173-8183	2976
IEEE Trans. Industrial Electronics|65	114-124	2977
IEEE Trans. Industrial Electronics|65	1965-1979	2978
IEEE Trans. Industrial Electronics|65	3688-3698	2979
IEEE Trans. Industrial Electronics|65	4187-4196	2980
IEEE Trans. Industrial Electronics|65	4758-4770	2981
IEEE Trans. Industrial Electronics|65	478-487	2982
IEEE Trans. Industrial Electronics|65	6362-6371	2983
IEEE Trans. Industrial Electronics|65	2590-2597	2984
IEEE Trans. Industrial Electronics|65	9035-9046	2985
IEEE Trans. Industrial Electronics|65	5353-5366	2986
IEEE Trans. Industrial Electronics|65	8840-8850	2987
IEEE Trans. Industrial Electronics|65	6646-6656	2988
IEEE Trans. Industrial Electronics|65	3027-3034	2989
IEEE Trans. Industrial Electronics|65	4443-4453	2990
IEEE Trans. Industrial Electronics|65	3559-3567	2991
IEEE Trans. Industrial Electronics|65	1128-1139	2992
IEEE Trans. Industrial Electronics|65	1325-1335	2993
IEEE Trans. Industrial Electronics|65	749-759	2994
IEEE Trans. Industrial Electronics|65	5951-5961	2995
IEEE Trans. Industrial Electronics|65	6635-6645	2996
IEEE Trans. Industrial Electronics|65	9243-9254	2997
Sensors|18	985	2998
Sensors|18	1526	2999
Sensors|18	1601	3000
Sensors|18	1582	3001
Sensors|18	1342	3002
Sensors|18	2510	3003
Sensors|18	1249	3004
Sensors|18	1453	3005
Sensors|18	2706	3006
Sensors|18	1531	3007
Sensors|18	2540	3008
Sensors|18	1248	3009
Sensors|18	2489	3010
Sensors|18	1037	3011
Sensors|18	2653	3012
Sensors|18	1425	3013
Sensors|18	1413	3014
Sensors|18	3953	3015
Sensors|18	3874	3016
Sensors|18	3958	3017
Sensors|18	1617	3018
Sensors|18	2108	3019
Sensors|18	4170	3020
Sensors|18	3635	3021
Sensors|18	237	3022
Sensors|18	3282	3023
Sensors|18	3107	3024
Sensors|18	2754	3025
Sensors|18	464	3026
Sensors|18	2834	3027
Sensors|18	3476	3028
Sensors|18	454	3029
Sensors|18	2580	3030
Sensors|18	2255	3031
Sensors|18	1369	3032
Sensors|18	3685	3033
Sensors|18	115	3034
Sensors|18	4410	3035
Sensors|18	3408	3036
Sensors|18	178	3037
Sensors|18	4021	3038
Sensors|18	4491	3039
Sensors|18	1186	3040
Sensors|18	3663	3041
Sensors|18	46	3042
Sensors|18	1845	3043
Sensors|18	1670	3044
Sensors|18	3644	3045
Sensors|18	4040	3046
Sensors|18	474	3047
Sensors|18	4278	3048
Sensors|18	2490	3049
Sensors|18	3305	3050
Sensors|18	1753	3051
Sensors|18	1570	3052
Sensors|18	1105	3053
Sensors|18	1062	3054
Sensors|18	2208	3055
Sensors|18	4156	3056
Sensors|18	2793	3057
Sensors|18	98	3058
Sensors|18	3491	3059
Sensors|18	1926	3060
Sensors|18	66	3061
Sensors|18	3287	3062
Sensors|18	1654	3063
Sensors|18	2802	3064
Sensors|18	2731	3065
Sensors|18	4392	3066
Sensors|18	3354	3067
Sensors|18	719	3068
Sensors|18	716	3069
Sensors|18	4297	3070
Sensors|18	597	3071
Sensors|18	1858	3072
Sensors|18	3661	3073
Sensors|18	920	3074
Sensors|18	3342	3075
Sensors|18	4096	3076
Sensors|18	2402	3077
Sensors|18	1008	3078
Sensors|18	2837	3079
Sensors|18	2480	3080
Sensors|18	1584	3081
Sensors|18	3680	3082
Sensors|18	2739	3083
Sensors|18	1518	3084
Sensors|18	3160	3085
Sensors|18	4325	3086
Sensors|18	2468	3087
Sensors|18	3561	3088
Sensors|18	2690	3089
Sensors|18	1983	3090
Sensors|18	956	3091
Sensors|18	2902	3092
Sensors|18	315	3093
Sensors|18	2183	3094
Sensors|18	2806	3095
Sensors|18	4263	3096
Sensors|18	4380	3097
Sensors|18	817	3098
Sensors|18	4226	3099
Sensors|18	1918	3100
Sensors|18	1905	3101
Sensors|18	1555	3102
Sensors|18	149	3103
Sensors|18	139	3104
Sensors|18	2180	3105
Sensors|18	2090	3106
Sensors|18	2496	3107
Sensors|18	4403	3108
Sensors|18	2531	3109
Sensors|18	2087	3110
Sensors|18	4459	3111
Sensors|18	2759	3112
Sensors|18	815	3113
Sensors|18	3726	3114
Sensors|18	2561	3115
Sensors|18	2813	3116
Sensors|18	1184	3117
Sensors|18	1267	3118
Sensors|18	4360	3119
Sensors|18	1863	3120
Sensors|18	1040	3121
Sensors|18	4047	3122
Sensors|18	2226	3123
Sensors|18	4346	3124
Sensors|18	3569	3125
Sensors|18	1272	3126
Sensors|18	2421	3127
Sensors|18	3899	3128
Sensors|18	3885	3129
Sensors|18	2233	3130
Sensors|18	890	3131
Sensors|18	999	3132
Sensors|18	4441	3133
Sensors|18	720	3134
Sensors|18	460	3135
Sensors|18	2028	3136
Sensors|18	1718	3137
Sensors|18	3871	3138
Sensors|18	2125	3139
Sensors|18	3031	3140
Sensors|18	2137	3141
Sensors|18	794	3142
Sensors|18	272	3143
Sensors|18	3560	3144
Sensors|18	555	3145
Sensors|18	651	3146
Sensors|18	3499	3147
Sensors|18	1542	3148
Sensors|18	2637	3149
Sensors|18	334	3150
Sensors|18	1898	3151
Sensors|18	2022	3152
Sensors|18	111	3153
Sensors|18	2564	3154
Sensors|18	2979	3155
Sensors|18	1058	3156
Sensors|18	2715	3157
Sensors|18	1424	3158
Sensors|18	3690	3159
Sensors|18	49	3160
Sensors|18	1077	3161
Sensors|18	4175	3162
Sensors|18	1593	3163
Sensors|18	3890	3164
Sensors|18	431	3165
Sensors|18	38	3166
Sensors|18	1459	3167
Sensors|18	2790	3168
Sensors|18	3237	3169
Sensors|18	516	3170
Sensors|18	676	3171
Sensors|18	2899	3172
Sensors|18	24	3173
Sensors|18	3604	3174
Sensors|18	1578	3175
Sensors|18	186	3176
Sensors|18	2565	3177
Sensors|18	1519	3178
Sensors|18	93	3179
Sensors|18	2772	3180
Sensors|18	3631	3181
Sensors|18	1491	3182
Sensors|18	175	3183
Sensors|18	3072	3184
Sensors|18	1312	3185
Sensors|18	353	3186
Sensors|18	648	3187
Sensors|18	2324	3188
Sensors|18	1021	3189
Sensors|18	626	3190
Sensors|18	2009	3191
Sensors|18	1173	3192
Sensors|18	1904	3193
Sensors|18	2429	3194
Sensors|18	3352	3195
Sensors|18	1839	3196
Sensors|18	2578	3197
Sensors|18	4317	3198
Sensors|18	172	3199
Sensors|18	1501	3200
Sensors|18	338	3201
Sensors|18	2338	3202
Sensors|18	1655	3203
Sensors|18	2010	3204
Sensors|18	1981	3205
Sensors|18	3057	3206
Sensors|18	1924	3207
Sensors|18	2752	3208
Sensors|18	1866	3209
Sensors|18	2447	3210
Sensors|18	2283	3211
Sensors|18	3862	3212
Sensors|18	1238	3213
Sensors|18	3213	3214
Sensors|18	1687	3215
Sensors|18	2665	3216
Sensors|18	1689	3217
Sensors|18	580	3218
Sensors|18	2966	3219
Sensors|18	1139	3220
Sensors|18	2705	3221
Sensors|18	2708	3222
Sensors|18	3811	3223
Sensors|18	407	3224
Sensors|18	4327	3225
Sensors|18	1146	3226
Sensors|18	34	3227
Sensors|18	3926	3228
Sensors|18	539	3229
Sensors|18	3584	3230
Sensors|18	2426	3231
Sensors|18	2194	3232
Sensors|18	1215	3233
Sensors|18	3125	3234
Sensors|18	3158	3235
Sensors|18	624	3236
Sensors|18	154	3237
Sensors|18	2409	3238
Sensors|18	3259	3239
Sensors|18	3815	3240
Sensors|18	1460	3241
Sensors|18	1942	3242
Sensors|18	1293	3243
Sensors|18	3855	3244
Sensors|18	1256	3245
Sensors|18	1932	3246
Sensors|18	1610	3247
Sensors|18	4075	3248
Sensors|18	955	3249
Sensors|18	3187	3250
Sensors|18	1288	3251
Sensors|18	4147	3252
Sensors|18	128	3253
Sensors|18	1195	3254
Sensors|18	3744	3255
Sensors|18	2744	3256
Sensors|18	1751	3257
Sensors|18	4300	3258
Sensors|18	2533	3259
Sensors|18	44	3260
Sensors|18	2683	3261
Sensors|18	408	3262
Sensors|18	2422	3263
Sensors|18	4462	3264
Sensors|18	980	3265
Sensors|18	4122	3266
Sensors|18	1511	3267
Sensors|18	108	3268
Sensors|18	1886	3269
Sensors|18	756	3270
Sensors|18	1333	3271
Sensors|18	840	3272
Sensors|18	3127	3273
Sensors|18	1851	3274
Sensors|18	86	3275
Sensors|18	1872	3276
Sensors|18	2319	3277
Sensors|18	1761	3278
Sensors|18	4008	3279
Sensors|18	530	3280
Sensors|18	1497	3281
Sensors|18	4338	3282
Sensors|18	1744	3283
Sensors|18	441	3284
Sensors|18	2084	3285
Sensors|18	4298	3286
Sensors|18	822	3287
Sensors|18	1788	3288
Sensors|18	581	3289
Sensors|18	4444	3290
Sensors|18	30	3291
Sensors|18	3843	3292
Sensors|18	3707	3293
Sensors|18	4	3294
Sensors|18	2863	3295
Sensors|18	3243	3296
Sensors|18	3858	3297
Sensors|18	877	3298
Sensors|18	4183	3299
Sensors|18	1170	3300
Sensors|18	962	3301
Sensors|18	2965	3302
Sensors|18	4068	3303
Sensors|18	11	3304
Sensors|18	3838	3305
Sensors|18	1452	3306
Sensors|18	4179	3307
Sensors|18	2502	3308
Sensors|18	798	3309
Sensors|18	3097	3310
Sensors|18	3422	3311
Sensors|18	2850	3312
Sensors|18	2463	3313
Sensors|18	4484	3314
Sensors|18	2051	3315
Sensors|18	2163	3316
Sensors|18	2198	3317
Sensors|18	2877	3318
Sensors|18	1892	3319
Sensors|18	2782	3320
Sensors|18	3997	3321
Sensors|18	2033	3322
Sensors|18	872	3323
Sensors|18	4442	3324
Sensors|18	3504	3325
Sensors|18	1361	3326
Sensors|18	542	3327
Sensors|18	4020	3328
Sensors|18	3084	3329
Sensors|18	773	3330
Sensors|18	1319	3331
Sensors|18	2216	3332
Sensors|18	3832	3333
Sensors|18	3921	3334
Sensors|18	812	3335
Sensors|18	3089	3336
Sensors|18	2054	3337
Sensors|18	2217	3338
Sensors|18	1583	3339
Sensors|18	2228	3340
Sensors|18	850	3341
Sensors|18	3912	3342
Sensors|18	3488	3343
Sensors|18	41	3344
Sensors|18	1516	3345
Sensors|18	1859	3346
Sensors|18	2104	3347
Sensors|18	1893	3348
Sensors|18	1138	3349
Sensors|18	1340	3350
Sensors|18	2986	3351
Sensors|18	1164	3352
Sensors|18	1359	3353
Sensors|18	1569	3354
Sensors|18	3923	3355
Sensors|18	53	3356
Sensors|18	2060	3357
Sensors|18	1305	3358
Sensors|18	3514	3359
Sensors|18	2232	3360
Sensors|18	533	3361
Sensors|18	3971	3362
Sensors|18	3539	3363
Sensors|18	3001	3364
Sensors|18	3511	3365
Sensors|18	4288	3366
Sensors|18	541	3367
Sensors|18	2206	3368
Sensors|18	2034	3369
Sensors|18	2464	3370
Sensors|18	3758	3371
Sensors|18	1680	3372
Sensors|18	13	3373
Sensors|18	2082	3374
Sensors|18	2780	3375
Sensors|18	1822	3376
Sensors|18	339	3377
Sensors|18	2796	3378
Sensors|18	146	3379
Sensors|18	2008	3380
Sensors|18	793	3381
Sensors|18	691	3382
Sensors|18	4476	3383
Sensors|18	2697	3384
Sensors|18	400	3385
Sensors|18	876	3386
Sensors|18	896	3387
Sensors|18	3122	3388
Sensors|18	823	3389
Sensors|18	3355	3390
Sensors|18	3270	3391
Sensors|18	3505	3392
Sensors|18	4158	3393
Sensors|18	2861	3394
Sensors|18	670	3395
Sensors|18	2105	3396
Sensors|18	3950	3397
Sensors|18	3409	3398
Sensors|18	2815	3399
Sensors|18	16	3400
Sensors|18	1571	3401
Sensors|18	3730	3402
Sensors|18	2747	3403
Sensors|18	2161	3404
Sensors|18	2242	3405
Sensors|18	1976	3406
Sensors|18	873	3407
Sensors|18	3115	3408
Sensors|18	2149	3409
Sensors|18	4435	3410
Sensors|18	827	3411
Sensors|18	803	3412
Sensors|18	2154	3413
Sensors|18	1356	3414
Sensors|18	3719	3415
Sensors|18	1887	3416
Sensors|18	4431	3417
Sensors|18	622	3418
Sensors|18	4464	3419
Sensors|18	4320	3420
Sensors|18	3647	3421
Sensors|18	3615	3422
Sensors|18	737	3423
Sensors|18	4251	3424
Sensors|18	322	3425
Sensors|18	2174	3426
Sensors|18	3727	3427
Sensors|18	466	3428
Sensors|18	3847	3429
Sensors|18	40	3430
Sensors|18	394	3431
Sensors|18	445	3432
Sensors|18	1631	3433
Sensors|18	1012	3434
Sensors|18	2101	3435
Sensors|18	3734	3436
Sensors|18	3960	3437
Sensors|18	1508	3438
Sensors|18	616	3439
Sensors|18	3302	3440
Sensors|18	68	3441
Sensors|18	577	3442
Sensors|18	1227	3443
Sensors|18	738	3444
Sensors|18	4188	3445
Sensors|18	2843	3446
Sensors|18	4049	3447
Sensors|18	443	3448
Sensors|18	2666	3449
Sensors|18	4489	3450
Sensors|18	1836	3451
Sensors|18	3009	3452
Sensors|18	1282	3453
Sensors|18	2204	3454
Sensors|18	2583	3455
Sensors|18	922	3456
Sensors|18	4479	3457
Sensors|18	468	3458
