:START_ID(Author)	corresponding_author	:END_ID(Article)
Yabin Liang	No	4574
Gangbing Song	No	4574
Qingshan Feng	Yes	4575
Rui Li	No	4575
Baohua Nie	No	4575
Shucong Liu	No	4575
Lianyu Zhao	No	4575
Hong Zhang 0004	No	4575
Kaiqiang Feng	Yes	4576
Jie Li	No	4576
Xiaoming Zhang	No	4576
Chong Shen	No	4576
Yu Bi	No	4576
Tao Zheng	No	4576
Jun Liu 0005	No	4576
Kaiqiang Feng	Yes	4577
Jie Li	No	4577
Xiaoming Zhang	No	4577
Chong Shen	No	4577
Yu Bi	No	4577
Tao Zheng	No	4577
Jun Liu 0005	No	4577
Jianghua Feng	Yes	4578
Junfeng Xu	No	4578
Wu Liao	No	4578
Yong Liu	No	4578
Xuping Feng	Yes	4579
Yiying Zhao	No	4579
Chu Zhang	No	4579
Peng Cheng	No	4579
Yong He	No	4579
John F. Fennell	Yes	4580
Hitoshi Hamaguchi	No	4580
Bora Yoon	No	4580
Timothy M. Swager	No	4580
Abdul Rahim Ferhan	Yes	4581
Gamaliel Junren Ma	No	4581
Joshua A. Jackman	No	4581
Tun Naw Sut	No	4581
Jae Hyeon Park	No	4581
Nam-Joon Cho	No	4581
Jefferson Doolan Fernandes	Yes	4582
Francisco Elvis Carvalho Souza	No	4582
Glauco George Cipriano Maniçoba	No	4582
Andrés O. Salazar	No	4582
José Alvaro de Paiva	No	4582
Tiago M. Fernández-Caramés	Yes	4583
Paula Fraga-Lamas	No	4583
Manuel Suárez-Albela	No	4583
Luis Castedo	No	4583
Raúl Fernández-García	Yes	4584
Ignacio Gil	No	4584
Roemi Fernández	Yes	4585
Manuel A. Armada	No	4585
Enric Fernández	Yes	4586
David Calero	No	4586
M. Eulàlia Parés	No	4586
Román Fernández	Yes	4587
Pablo García	No	4587
María García	No	4587
José-Vicente García	No	4587
Yolanda Jiménez	No	4587
Antonio Arnau	No	4587
Daniel Ruiz Fernández	Yes	4588
Diego Marcos-Jorquera	No	4588
Virgilio Gilart-Iglesias	No	4588
Víctor Vives-Boix	No	4588
Javier Ramírez-Navarro	No	4588
Óscar Belmonte Fernández	Yes	4589
Adrian Puertas-Cabedo	No	4589
Joaquín Torres-Sospedra	No	4589
Raúl Montoliu-Colás	No	4589
Sergi Trilles-Oliver	No	4589
André G. Ferreira	Yes	4590
Duarte Fernandes	No	4590
Andre P. Catarino	No	4590
João L. Monteiro	No	4590
Marta Ferreiro-González	Yes	4591
Gerardo F. Barbero	No	4591
Miguel Palma	No	4591
Jesús Ayuso	No	4591
José A. Álvarez	No	4591
Carmelo G. Barroso	No	4591
Markus Feulner	Yes	4592
Gunter Hagen	No	4592
Kathrin Hottner	No	4592
Sabrina Redel	No	4592
Andreas Müller 0011	No	4592
Ralf Moos	No	4592
Manuel Figueroa	Yes	4593
Christopher Pope	No	4593
Alessandro Filippeschi	Yes	4594
Norbert Schmitz	No	4594
Markus Miezal	No	4594
Gabriele Bleser	No	4594
Emanuele Ruffaldi	No	4594
Didier Stricker	No	4594
Roberto Filippo	Yes	4595
Emanuele Taralli	No	4595
Mauro Rajteri	No	4595
Avgoustinos Filippoupolitis	Yes	4596
William Oliff	No	4596
Babak Takand	No	4596
George Loukas	No	4596
Sven Findeiß	Yes	4597
Maja Etzel	No	4597
Sebastian Will	No	4597
Mario Mörl	No	4597
Peter F. Stadler	No	4597
Laura Fiorini 0001	Yes	4598
Filippo Cavallo	No	4598
Paolo Dario	No	4598
Alexandra Eavis	No	4598
Praminda Caleb-Solly	No	4598
Søren Fjelstrup	Yes	4599
Marie Bech Andersen	No	4599
Jonas Thomsen	No	4599
Jing Wang	No	4599
Magnus Stougaard	No	4599
Finn Skou Pedersen	No	4599
Yi-Ping Ho	No	4599
Marianne Smedegaard Hede	No	4599
Birgitta Ruth Knudsen	No	4599
Monica Florescu	Yes	4600
Melinda David	No	4600
Simon Fong	Yes	4601
Wei Song 0004	No	4601
Kyungeun Cho	No	4601
Raymond K. Wong	No	4601
Kelvin K. L. Wong	No	4601
Eleni Fotopoulou	Yes	4602
Anastasios Zafeiropoulos	No	4602
Fernando Terroso-Saenz	No	4602
Umutcan Simsek	No	4602
Aurora González-Vidal	No	4602
George Tsiolis	No	4602
Panagiotis Gouvas	No	4602
Paris Liapis	No	4602
Anna Fensel	No	4602
Antonio F. Skarmeta	No	4602
Paula Fraga-Lamas	Yes	4603
Tiago M. Fernández-Caramés	No	4603
Luis Castedo	No	4603
Marston Héracles Domingues Franceschini	Yes	4604
Harm M. Bartholomeus	No	4604
Dirk van Apeldoorn	No	4604
Juha Suomalainen	No	4604
Lammert Kooistra	No	4604
Marston Héracles Domingues Franceschini	Yes	4605
Harm M. Bartholomeus	No	4605
Dirk van Apeldoorn	No	4605
Juha Suomalainen	No	4605
Lammert Kooistra	No	4605
Girolamo Di Francia	Yes	4606
Yannick Francillette	Yes	4607
Eric Boucher	No	4607
Abdenour Bouzouane	No	4607
Sébastien Gaboury	No	4607
Attilio Frangi	Yes	4608
Andrea Guerrieri	No	4608
Nicoló Boni	No	4608
Manuela F. Frasco	Yes	4609
Liliana A. A. N. A. Truta	No	4609
M. Goreti F. Sales	No	4609
Felismina T. C. Moreira	No	4609
Kevin J. Freedman	Yes	4610
Gaurav Goyal	No	4610
Chi Won Ahn	No	4610
Min Jun Kim	No	4610
José Manuel Fresno	Yes	4611
Guillermo Robles	No	4611
Juan Manuel Martínez-Tarifa	No	4611
Brian G. Stewart	No	4611
Anna Friedrichs	Yes	4612
Julia A. Busch	No	4612
Hendrik Jan van der Woerd	No	4612
Oliver Zielinski	No	4612
Alexander Fritze	Yes	4613
Uwe Mönks	No	4613
Christoph-Alexander Holst	No	4613
Volker Lohweg	No	4613
Emanuele Frontoni	Yes	4614
Rama Pollini	No	4614
Paola Russo	No	4614
Primo Zingaretti	No	4614
Graziano Cerri	No	4614
Pengcheng Fu	Yes	4615
Yongbo Cheng	No	4615
Hongying Tang	No	4615
Baoqing Li	No	4615
Jun Pei	No	4615
Xiaobing Yuan	No	4615
Chen Fu	Yes	4616
Yabing Ke	No	4616
Min Li	No	4616
Jingting Luo	No	4616
Honglang Li	No	4616
Guangxing Liang	No	4616
Ping Fan	No	4616
Chenzhao Fu	Yes	4617
Wenrong Si	No	4617
Haoyong Li	No	4617
Delin Li	No	4617
Peng Yuan	No	4617
Yiting Yu	No	4617
Jihua Fu	Yes	4618
Xu Wang	No	4618
Tao Wei	No	4618
Meng Wei	No	4618
Yang Shen	No	4618
Alvaro Fuentes	Yes	4619
Sook Yoon	No	4619
Sang Cheol Kim	No	4619
Dong Sun Park	No	4619
Jose Miguel Fuster	Yes	4620
Pilar Candelas	No	4620
Sergio Castiñeira-Ibáñez	No	4620
Sergio Pérez-López	No	4620
Constanza Rubio	No	4620
Marco Gabella	Yes	4621
Andreas Leuenberger	No	4621
Johnny Gaelens	Yes	4622
Patrick Van Torre	No	4622
Jo Verhaevert	No	4622
Hendrik Rogier	No	4622
Marco Gaiani	Yes	4623
Fabrizio Ivan Apollonio	No	4623
Andrea Ballabeni	No	4623
Fabio Remondino	No	4623
Ibrahim Gaidan	Yes	4624
Dermot Brabazon	No	4624
Inam Ul Ahad	No	4624
Apoorva Gaidhani	Yes	4625
Kee S. Moon	No	4625
Yusuf Ozturk	No	4625
Sung Q. Lee	No	4625
Woosub Youm	No	4625
Gabriel Galindo-Romera	Yes	4626
Javier Carnerero-Cano	No	4626
José Juan Martínez-Martínez	No	4626
Francisco Javier Herraiz-Martínez	No	4626
Luca Gallucci	Yes	4627
Costantino Menna	No	4627
Leopoldo Angrisani	No	4627
Domenico Asprone	No	4627
Rosario Schiano Lo Moriello	No	4627
Francesco Bonavolontà	No	4627
Francesco Fabbrocino	No	4627
Vardan Galstyan	Yes	4628
Felipe O. S. Gama	Yes	4629
Luiz F. Q. Silveira	No	4629
Andrés O. Salazar	No	4629
Ennio Gambi	Yes	4630
Angela Agostinelli	No	4630
Alberto Belli	No	4630
Laura Burattini	No	4630
Enea Cippitelli	No	4630
Sandro Fioretti	No	4630
Paola Pierleoni	No	4630
Manola Ricciuti	No	4630
Agnese Sbrollini	No	4630
Susanna Spinsante	No	4630
Sander Ganzevles	Yes	4631
Rik Vullings	No	4631
Peter Jan Beek	No	4631
Hein A. M. Daanen	No	4631
Martin Truijens	No	4631
Ya Gao 0002	Yes	4632
Wenchi Cheng	No	4632
Hailin Zhang 0001	No	4632
Yu-Fei Gao	Yes	4633
Guan Gui	No	4633
Wei Xie 0003	No	4633
Yanbin Zou	No	4633
Yue Yang	No	4633
Qun Wan	No	4633
Yang Gao 0009	Yes	4634
Hongsheng Li	No	4634
Libin Huang	No	4634
Hui Sun	No	4634
Yanbin Gao	Yes	4635
Meng Liu	No	4635
Guangchun Li	No	4635
Xingxing Guang	No	4635
Jing-Jie Gao	Yes	4636
Xiaohong Shen	No	4636
Ruiqin Zhao	No	4636
Haodi Mei	No	4636
Haiyan Wang	No	4636
Han Gao	Yes	4637
Yunwei Tang	No	4637
Linhai Jing	No	4637
Hui Li 0008	No	4637
Haifeng Ding	No	4637
Jingli Gao	Yes	4638
Chenglin Wen	No	4638
Meiqin Liu	No	4638
Lei Gao	Yes	4639
Kai Yang	No	4639
Xiaorui Chen	No	4639
Xiangjuan Yu	No	4639
Xiang Gao	Yes	4640
Shenggang Yan	No	4640
Bin Li	No	4640
Xiaolin Gao	Yes	4641
Jian Yan 0001	No	4641
Jianhua Lu	No	4641
Xiang Gao	Yes	4642
Shenggang Yan	No	4642
Bin Li	No	4642
Qi Gao	Yes	4643
Mehrez Zribi	No	4643
Maria José Escorihuela	No	4643
Nicolas Baghdadi	No	4643
Lili Gao	Yes	4644
Zai-Fa Zhou	No	4644
Qing-An Huang	No	4644
Yucheng Gao	Yes	4645
Wei Zhao	No	4645
Qing Wang	No	4645
Kaifeng Qu	No	4645
He Li	No	4645
Haiming Shao	No	4645
Songling Huang	No	4645
Alessandro Garbo	Yes	4646
Stefano Quer	No	4646
Pilar Garcés	Yes	4647
David López-Sanz	No	4647
Fernando Maestú	No	4647
Ernesto Pereda	No	4647
Miguel Garcia-Bosque	Yes	4648
Adrián Pérez	No	4648
Carlos Sánchez-Azqueta	No	4648
Santiago Celma	No	4648
Victor Garcia-Font	Yes	4649
Carles Garrigues	No	4649
Helena Rifà-Pous	No	4649
Alejandra García-Hernández	Yes	4650
Carlos Eric Galván-Tejada	No	4650
Jorge I. Galván-Tejada	No	4650
José M. Celaya-Padilla	No	4650
Hamurabi Gamboa Rosales	No	4650
Perla Velasco-Elizondo	No	4650
Rogelio Cárdenas-Vargas	No	4650
Iván García-Magariño	Yes	4651
Raquel Lacuesta	No	4651
Jaime Lloret	No	4651
Daniel Garcia-Pozuelo	Yes	4652
Oluremi Olatunbosun	No	4652
Jorge Yunta	No	4652
Xiaoguang Yang	No	4652
Vicente Díaz	No	4652
Daniel Garcia-Pozuelo	Yes	4653
Jorge Yunta	No	4653
Oluremi Olatunbosun	No	4653
Xiaoguang Yang	No	4653
Vicente Díaz	No	4653
Joaquin Garcia-Sobrino	Yes	4654
Joan Serra-Sagristà	No	4654
Joan Bartrina-Rapesta	No	4654
Marisol García-Valls	Yes	4655
Imad Eddine Touahria	No	4655
Óscar García	Yes	4656
Ricardo S. Alonso	No	4656
Javier Prieto	No	4656
Juan M. Corchado	No	4656
Óscar García	Yes	4657
Javier Prieto	No	4657
Ricardo S. Alonso	No	4657
Juan M. Corchado	No	4657
Jonathan Medina García	Yes	4658
Trinidad Sánchez-Rodríguez	No	4658
Juan Antonio Gómez Galán	No	4658
Aránzazu Delgado	No	4658
Fernando Gómez-Bravo	No	4658
Raúl Jiménez	No	4658
Iker García	Yes	4659
Joseba Zubía	No	4659
Josu Beloki	No	4659
Jon Arrúe	No	4659
Gaizka Durana	No	4659
Gotzon Aldabaldetreku	No	4659
Laurie-Amandine Garçon	Yes	4660
Maria Genua	No	4660
Yanjie Hou	No	4660
Arnaud Buhot	No	4660
Roberto Calemczuk	No	4660
Thierry Livache	No	4660
Martial Billon	No	4660
Christine Le Narvor	No	4660
David Bonnaffé	No	4660
Hugues Lortat-Jacob	No	4660
Yanxia Hou	No	4660
Marco Antonio Garduño-Ramón	Yes	4661
Sofia Giovanna Vega-Mancilla	No	4661
Luis Alberto Morales-Hernández	No	4661
Roque Alfredo Osornio-Rios	No	4661
Fernando Garnacho	Yes	4662
Abderrahim Khamlichi	No	4662
Jorge Rovira	No	4662
Jose Antonio Garrido-Cardenas	Yes	4663
Federico Garcia-Maroto	No	4663
José Antonio Álvarez-Bermejo	No	4663
Francisco Manzano-Agugliaro	No	4663
Ana Garrido-Varo	Yes	4664
María-Teresa Sánchez	No	4664
María-José De la Haba	No	4664
Irina Torres	No	4664
Dolores Pérez-Marín	No	4664
Goulielmos-Zois Garyfallou	Yes	4665
Orlando Ketebu	No	4665
Samet Sahin	No	4665
Elizabeta B. Mukaetova-Ladinska	No	4665
Michael Catt	No	4665
Eileen Hao Yu	No	4665
Forrest Gasdia	Yes	4666
Aroh Barjatya	No	4666
Sergei Bilardi	No	4666
Cristina Gaspar	Yes	4667
Juuso T. Olkkonen	No	4667
Soile Passoja	No	4667
Maria Smolander	No	4667
Mateo Gasparovic	Yes	4668
Luka Jurjevic	No	4668
Manel Gasulla	Yes	4669
Josep Jordana	No	4669
Francesc-Josep Robert	No	4669
Jordi Berenguer	No	4669
Quanbo Ge	Yes	4670
Zhongliang Wei	No	4670
Tianfa Cheng	No	4670
Shaodong Chen	No	4670
Xiangfeng Wang	No	4670
Yulong Ge	Yes	4671
Feng Zhou	No	4671
Baoqi Sun	No	4671
Shengli Wang	No	4671
Bo Shi	No	4671
Csongor I. Gedeon	Yes	4672
Norbert Flórián	No	4672
Péter Liszli	No	4672
Beáta Hambek-Oláh	No	4672
Oxána Bánszegi	No	4672
Judit Schellenberger	No	4672
Miklós Dombos	No	4672
Daphne Geerse	Yes	4673
Bert Coolen	No	4673
Detmar Kolijn	No	4673
Melvyn Roerdink	No	4673
Zhaoxin Geng	Yes	4674
Xiong Zhang	No	4674
Zhiyuan Fan	No	4674
Xiaoqing Lv	No	4674
Yue Su	No	4674
Hongda Chen	No	4674
Gianluca Gennarelli	Yes	4675
Obada Al-Khatib	No	4675
Francesco Soldovieri	No	4675
Carlos D. Gerardo	Yes	4676
Edmond Cretu	No	4676
Robert Rohling	No	4676
Niayesh Gharaei	Yes	4677
Kamalrulnizam Abu Bakar	No	4677
Siti Zaiton Mohd Hashim	No	4677
Ali Hosseingholi Pourasl	No	4677
Mohammad Siraj	No	4677
Tasneem Darwish	No	4677
Pedram Gharani	Yes	4678
Brian Suffoletto	No	4678
Tammy Chung	No	4678
Hassan A. Karimi	No	4678
Elnaz Ghodsevali	Yes	4679
Samuel Morneau-Gamache	No	4679
Jessy Mathault	No	4679
Hamza Landari	No	4679
Elodie Boisselier	No	4679
Mounir Boukadoum	No	4679
Benoit Gosselin	No	4679
Amine Miled	No	4679
Tanushree Ghosh	Yes	4680
Hyun-Joong Chung	No	4680
Jana Rieger	No	4680
Filippo Giannetti	Yes	4681
Ruggero Reggiannini	No	4681
Marco Moretti	No	4681
Elisa Adirosi	No	4681
Luca Baldini	No	4681
Luca Facheris	No	4681
Andrea Antonini	No	4681
Samantha Melani	No	4681
Giacomo Bacci	No	4681
Antonio Petrolino	No	4681
Attilio Vaccaro	No	4681
Konstanze Gier	Yes	4682
Claudia Preininger	No	4682
Ursula Sauer	No	4682
Jose Miguel Gil-Garcia	Yes	4683
Alejandro Solís	No	4683
Gerardo Aranguren	No	4683
Joseba Zubía Zaballa	No	4683
José-Antonio Gil-Gómez	Yes	4684
Pilar Manzano-Hernandez	No	4684
Sergio Albiol-Pérez	No	4684
Carmen Aula-Valero	No	4684
Hermenegildo Gil Gómez	No	4684
José-Antonio Lozano-Quilis	No	4684
Sergio Gil-Lebrero	Yes	4685
Francisco Javier Quiles-Latorre	No	4685
Manuel Ortiz	No	4685
Víctor Sánchez	No	4685
Victoria Gámiz-López	No	4685
Juan-Jesús Luna-Rodríguez	No	4685
Rossella Giordano	Yes	4686
Pietro Guccione	No	4686
Paula Jimena Ramos Giraldo	Yes	4687
Álvaro Guerrero Aguirre	No	4687
Carlos Mario Muñoz	No	4687
Flavio Augusto Prieto	No	4687
Carlos Eugenio Oliveros	No	4687
Carlos Miguel Giraldo	Yes	4688
Juan Zúñiga Sagredo	No	4688
José Sánchez Gómez	No	4688
Pedro Corredera	No	4688
Léa Girard	Yes	4689
Élodie Blanchet	No	4689
Laurent Intertaglia	No	4689
Julia Baudart	No	4689
Didier Stien	No	4689
Marcelino Suzuki	No	4689
Philippe Lebaron	No	4689
Raphaël Lami	No	4689
Fabian Girrbach	Yes	4690
Jeroen D. Hol	No	4690
Giovanni Bellusci	No	4690
Moritz Diehl	No	4690
Maiko Girschikofsky	Yes	4691
Manuel Rosenberger	No	4691
Michael Förthner	No	4691
Mathias Rommel	No	4691
Lothar Frey	No	4691
Ralf Hellmann	No	4691
Grzegorz Glonek	Yes	4692
Adam Wojciechowski	No	4692
Rafael Eleodoro De Góes	Yes	4693
Marcia Muller	No	4693
José Luís Fabris	No	4693
Berto de Tácio Pereira Gomes	Yes	4694
Luiz Carlos Melo Muniz	No	4694
Francisco José da Silva e Silva	No	4694
Davi Viana dos Santos	No	4694
Rafael Fernandes Lopes	No	4694
Luciano Reis Coutinho	No	4694
Felipe Oliveira Carvalho	No	4694
Markus Endler	No	4694
Berk Gonenc	Yes	4695
Jeremy Chae	No	4695
Peter Gehlbach	No	4695
Russell H. Taylor	No	4695
Iulian Iordachita	No	4695
Daoxiong Gong	Yes	4696
Rui He	No	4696
Jianjun Yu	No	4696
Guoyu Zuo	No	4696
Chen Gong 0003	Yes	4697
Dake Liu	No	4697
Zhidong Miao	No	4697
Min Li 0006	No	4697
Chen Gong 0003	Yes	4698
Dake Liu	No	4698
Zhidong Miao	No	4698
Wei Wang 0128	No	4698
Min Li 0006	No	4698
Aiping Gong	Yes	4699
Susu Zhu	No	4699
Yong He	No	4699
Chu Zhang	No	4699
Félix Gontier	Yes	4700
Mathieu Lagrange	No	4700
Pierre Aumond	No	4700
Arnaud Can	No	4700
Catherine Lavandier	No	4700
Carlos González-Gutiérrez	Yes	4701
Jesús Daniel Santos Rodríguez	No	4701
Mario Martínez-Zarzuela	No	4701
Alistair G. Basden	No	4701
James Osborn	No	4701
Francisco Javier Díaz Pernas	No	4701
Francisco Javier de Cos Juez	No	4701
Eva González-Parada	Yes	4702
José Manuel Cano-García	No	4702
Francisco Aguilera	No	4702
Francisco Sandoval	No	4702
Cristina Urdiales	No	4702
Nancy Elizabeth González-Sierra	Yes	4703
Luz del Carmen Gómez-Pavón	No	4703
Gerardo Francisco Pérez-Sánchez	No	4703
Arnulfo Luis-Ramos	No	4703
Plácido Zaca-Morán	No	4703
Jesús Manuel Muñoz-Pacheco	No	4703
Fernando Chávez-Ramírez	No	4703
Isaías González	Yes	4704
Antonio José Calderón	No	4704
Antonio Javier Barragán-Piña	No	4704
José Manuel Andújar	No	4704
Chinthaka P. Gooneratne	Yes	4705
Bodong Li	No	4705
Timothy E. Moellendick	No	4705
Pelagia-Irene Gouma	Yes	4706
Lisheng Wang	No	4706
Sanford R. Simon	No	4706
Milutin Stanacevic	No	4706
Fausto Granda	Yes	4707
Leyre Azpilicueta	No	4707
César Vargas Rosales	No	4707
Peio López-Iturri	No	4707
Erik Aguirre	No	4707
José Javier Astrain	No	4707
Jesús E. Villadangos	No	4707
Francisco Falcone	No	4707
Colin Greatwood	Yes	4708
Thomas S. Richardson 0002	No	4708
Jim Freer	No	4708
Rick M. Thomas	No	4708
Angus Robert MacKenzie	No	4708
Rebecca Brownlow	No	4708
David Lowry	No	4708
Rebecca E. Fisher	No	4708
Euan G. Nisbet	No	4708
Gina Greco	Yes	4709
Matteo Agostini	No	4709
Richie Shilton	No	4709
Marco Travagliati	No	4709
Giovanni Signore	No	4709
Marco Cecchini	No	4709
Victor Grosu	Yes	4710
Svetlana Grosu	No	4710
Bram Vanderborght	No	4710
Dirk Lefeber	No	4710
Carlos Rodriguez Guerrero	No	4710
Jungang Guan	Yes	4711
Fengwei An	No	4711
Xiangyu Zhang 0002	No	4711
Lei Chen 0001	No	4711
Hans Jürgen Mattausch	No	4711
Bai-ou Guan	Yes	4712
Yang Ran	No	4712
Fu-Rong Feng	No	4712
Long Jin	No	4712
Maria Guarnaccia	Yes	4713
Rosario Iemmolo	No	4713
Salvatore Petralia	No	4713
Sabrina Conoci	No	4713
Sebastiano Cavallaro	No	4713
Philippe Guay	Yes	4714
Stepan Gorgutsa	No	4714
Sophie LaRochelle	No	4714
Younès Messaddeq	No	4714
Miguel Angel Guerrero-Martinez	Yes	4715
María Isabel Milanés-Montero	No	4715
Fermín Barrero-González	No	4715
Víctor Miñambres-Marcos	No	4715
Enrique Romero-Cadaval	No	4715
Eva González Romera	No	4715
Qingyuan Gui	Yes	4716
Tom Lawson	No	4716
Suyan Shan	No	4716
Lu Yan	No	4716
Yong Liu 0008	No	4716
Luis Guijarro	Yes	4717
Vicent Pla	No	4717
José R. Vidal	No	4717
Maurizio Naldi	No	4717
Toktam Mahmoodi	No	4717
Elena López Guillén	Yes	4718
Sergio García 0002	No	4718
Rafael Barea	No	4718
Luis Miguel Bergasa	No	4718
Eduardo J. Molinos	No	4718
Roberto Arroyo	No	4718
Eduardo Romera	No	4718
Samuel Pardo	No	4718
Omer Melih Gul	Yes	4719
Mübeccel Demirekler	No	4719
Dhiraj Gulati	Yes	4720
Feihu Zhang	No	4720
Daniel Clarke	No	4720
Alois Knoll	No	4720
Muran Guo	Yes	4721
Tao Chen 0002	No	4721
Ben Wang	No	4721
Yanjie Guo	Yes	4722
Xuefeng Chen	No	4722
Shibin Wang	No	4722
Ruobin Sun	No	4722
Zhibin Zhao	No	4722
Zhiling Guo	Yes	4723
Qi Chen	No	4723
Guangming Wu	No	4723
Yongwei Xu	No	4723
Ryosuke Shibasaki	No	4723
Xiaowei Shao	No	4723
Wenhua Guo	Yes	4724
Zuren Feng	No	4724
Xiaodong Ren	No	4724
Huihui Guo	Yes	4725
Aohui Guo	No	4725
Yang Gao	No	4725
Tingting Liu	No	4725
Tuan Guo	Yes	4726
Álvaro González-Vila	No	4726
Médéric Loyez	No	4726
Christophe Caucheteur	No	4726
Zhiqing Guo	Yes	4727
Zhenhong Jia	No	4727
Jie Yang 0002	No	4727
Nikola Kasabov	No	4727
Chuanxi Li	No	4727
Meng Guo	Yes	4728
Jing Li	No	4728
Chunlei Sheng	No	4728
Jiawei Xu	No	4728
Li Wu	No	4728
Kai Guo	Yes	4729
Yang Liu	No	4729
Yan Zhao	No	4729
Jinling Wang	No	4729
Shuxiang Guo	Yes	4730
Shaowu Pan	No	4730
Liwei Shi	No	4730
Ping Guo	No	4730
Yanlin He	No	4730
Kun Tang	No	4730
Qiang Guo	Yes	4731
Liangang Qi	No	4731
Yi-Xin Guo	Yes	4732
Zhi-biao Shao	No	4732
Hui-Bin Tao	No	4732
Kailiang Xu	No	4732
Ting Li 0004	No	4732
Yuzhu Guo	Yes	4733
Fabio Storm	No	4733
Yifan Zhao	No	4733
Stephen A. Billings	No	4733
Aleksandar Pavic	No	4733
Claudia Mazzà	No	4733
Lingzhong Guo	No	4733
Tan Guo	Yes	4734
Xiaoheng Tan	No	4734
Lei Zhang 0038	No	4734
Chaochen Xie	No	4734
Lu Deng	No	4734
Hao Guo 0004	Yes	4735
Danni Wu	No	4735
Jubai An	No	4735
Qijia Guo	Yes	4736
Jie Wang	No	4736
Tianying Chang	No	4736
Hongliang Cui	No	4736
Liangjie Guo	Yes	4737
Shuping Xiong	No	4737
Jie Guo 0004	Yes	4738
Tingfa Xu	No	4738
Guokai Shi	No	4738
Zhitao Rao	No	4738
Xiangmin Li	No	4738
Sheng Guo	Yes	4739
Hanjiang Xiong	No	4739
Xianwei Zheng	No	4739
Yan Zhou	No	4739
Wei Guo 0002	Yes	4740
Bangyou Zheng	No	4740
Tao Duan	No	4740
Tokihiro Fukatsu	No	4740
Scott C. Chapman	No	4740
Seishi Ninomiya	No	4740
Xiaoyi Guo	Yes	4741
Hongyan Zhang	No	4741
Zhengfang Wu	No	4741
Jianjun Zhao	No	4741
Zhengxiang Zhang	No	4741
Ana-Maria Gurban	Yes	4742
Petru Epure	No	4742
Florin Oancea	No	4742
Mihaela Badea Doni	No	4742
Jon Gutiérrez	Yes	4743
Andoni Lasheras	No	4743
Pedro Martins 0005	No	4743
Nélson Pereira	No	4743
José M. Barandiarán	No	4743
Senentxu Lanceros-Mendez	No	4743
Marco Antonio Gutiérrez	Yes	4744
Luis Jesús Manso	No	4744
Harit Pandya	No	4744
Pedro Núñez	No	4744
M. Amaç Güvensan	Yes	4745
A. Oguz Kansiz	No	4745
N. Cihan Camgoz	No	4745
H. Irem Türkmen	No	4745
Ali Gökhan Yavuz	No	4745
M. Elif Karsligil	No	4745
Yejin Ha	Yes	4746
Chaejeong Heo	No	4746
Juhyun Woo	No	4746
Hyunwoo Ryu	No	4746
Youngmi Lee	No	4746
Minah Suh	No	4746
Joé Habel	Yes	4747
Tommy Boilard	No	4747
Jean-Simon Frenière	No	4747
François Trépanier	No	4747
Martin Bernier	No	4747
Anne Habermehl	Yes	4748
Noah Strobel	No	4748
Ralph Eckstein	No	4748
Nico Bolse	No	4748
Adrian Mertens	No	4748
Gerardo Hernandez-Sosa	No	4748
Carsten Eschenbaum	No	4748
Uli Lemmer	No	4748
Tomasz Hachaj	Yes	4749
Marcin Piekarczyk	No	4749
Marek R. Ogiela	No	4749
Akira Hafuka	Yes	4750
Akiyoshi Takitani	No	4750
Hiroko Suzuki	No	4750
Takuya Iwabuchi	No	4750
Masahiro Takahashi	No	4750
Satoshi Okabe	No	4750
Hisashi Satoh	No	4750
Travis Hall	Yes	4751
Donald Y. C. Lie	No	4751
Tam Q. Nguyen	No	4751
Jill C. Mayeda	No	4751
Paul E. Lie	No	4751
Jerry Lopez	No	4751
Ron E. Banister	No	4751
Young-Geun Han	Yes	4752
Shi-Yuan Han	Yes	4753
Yuehui Chen	No	4753
Gong-You Tang	No	4753
Gaining Han	Yes	4754
Wei-Ping Fu	No	4754
Wen Wang	No	4754
Zong-Sheng Wu	No	4754
Guoliang Han	Yes	4755
Xiaoping Hu	No	4755
Junxiang Lian	No	4755
Xiaofeng He	No	4755
Lilian Zhang	No	4755
Yujie Wang	No	4755
Fengliang Dong	No	4755
Te Han	Yes	4756
Dongxiang Jiang	No	4756
Xiaochen Zhang 0002	No	4756
Yankui Sun	No	4756
Kook In Han	Yes	4757
Seungdu Kim	No	4757
In Gyu Lee	No	4757
Jong Pil Kim	No	4757
Jung-Ha Kim	No	4757
Suck Won Hong	No	4757
Byung Jin Cho	No	4757
Wan Sik Hwang	No	4757
Maeum Han	Yes	4758
Jae Keon Kim	No	4758
Jin-Hyoung Park	No	4758
Woojin Kim	No	4758
Shin-Won Kang	No	4758
Seong-Ho Kong	No	4758
Daewoong Jung	No	4758
Zhifeng Han	Yes	4759
Jianye Liu	No	4759
Rongbing Li	No	4759
Qinghua Zeng	No	4759
Yi Wang	No	4759
Yanling Han	Yes	4760
Jue Li	No	4760
Yun Zhang	No	4760
Zhonghua Hong	No	4760
Jing Wang	No	4760
Guangjie Han	Yes	4761
Shanshan Li	No	4761
Chunsheng Zhu	No	4761
Jinfang Jiang	No	4761
Wenbo Zhang	No	4761
Junghee Han	Yes	4762
Taejoon Park	No	4762
Zhibin Han	Yes	4763
Yishou Wang	No	4763
Xinlin Qing	No	4763
Changcai Han	Yes	4764
Jinsheng Yang	No	4764
Ruisong Han	Yes	4765
Wei Yang	No	4765
Yipeng Wang	No	4765
Kaiming You	No	4765
