:START_ID(Author)	:END_ID(Article)
Caspar J. H. Heefer	193
Akiyoshi Wakatani	12101
Jun Liu	806
Bing Nan Li	16386
Jan Durand	3299
Muhammad Syafrudin	17980
Daoyi Zheng	5887
Yoshifumi Mizuno	5332
Jong-Woong Park	19721
Punit Prakash	4036
Ju-Seong Kim	6240
Azer P. Yalin	561
Avirup Saha	13935
Sourav Ray	2666
Yohei Watanabe 0001	16363
S. Sowmya Kamath	6829
Shugang Zhang	17548
Mohamed A. Elgenedy	14405
Yong Wang	19206
Weicheng Yin	17772
Minkyu Song	15389
Loïc Bonneval	6319
Dawid Rys	10739
Maurizio Ferrari	2694
Jianhui Lin	7518
Xiaolin Zhao	12258
Qimin Xu	7342
Mathieu Brévilliers	19794
Dietmar Tutsch	10658
João Paolo C. M. Oliveira	7730
Mohamed Alkanhal	13849
Victor Ion Munteanu	1825
Caio Augusto Rodrigues dos Santos	2182
Olivera Kotevska	15803
Raimir Holanda Filho	174
Beibit Abdikenov	16763
Yanping Zheng	7476
Nasrin Afsarimanesh	19222
Andrew Nadeau	8495
Joachim Denil	8259
Kashif Hesham Khan	4319
Benjamin Manning	19158
Rafal Kamocki	16719
Mingjin Yu	9819
Melanie McBride	5262
Jingjing Yang	7482
Amjad Alsulami	10432
Víctor M. González Suárez	11170
Yoshiaki Muroya	13286
Cara Wilson	13708
Xiaoyu Xu	18473
Mohammad Safeea	3543
Sourav Rana	8925
Tifany Szkudlapski	18609
Haoyi Que	8700
Viorel Banu	1467
Mohamed A. Bencherif	3586
Octavia A. Dobre	10989
Han Wang	18550
Joël Agnus	3154
Yitao Xu	14158
Abdulaziz S. Almazyad	17106
Natsumi Hashimoto	19605
Supriya	17065
Yang Liu 0076	1891
Antoine Genitrini	14262
Hirofumi Akagi	15947
Yun Zhao	16875
Naoya Miyamoto	13579
Kati Alha	10612
Zhenhao Wang	6442
Aamir Saeed Malik	11493
Yuqing He	3864
Enrique Santiso	8860
Lin Mei	7610
Junping Huang	16967
Jatindra Kumar Deka	7977
Zhang Jie	9151
S. Dharmaraja	17880
Federico Tonelli	11023
Hao Sun	18770
Dongxu Liu	19107
Rami Alazrai	11019
Huafu Liu	4915
Vaibhavi Kalgutkar	3276
Christoph Will	17925
Kuan-Hsun Chen	11366
Chun Hong Voon	7786
Hongxiang Xie	3232
Pragasen Pillay	203
Zhijun Fu	9799
Anlin Li	14791
Yi-Fen Ke	3011
Xifang Chen	14709
Mohammad Hammoud	3548
Nikhil Korada	7256
Ian F. C. Smith	2457
Jinsheng Yang	4569
Kitty Meeks	14586
Danda B. Rawat	19494
J. Díaz	14544
Jinhong Luo	10220
Ping He	15616
Xiao-Heng Chang	15356
Saïd Moussaoui	18020
Junjun Zhang	6250
Kumar Satyam	4775
Agnes Kukulska-Hulme	9173
Chih-Ming Hsu	4471
Cory Johns	6758
Gong-You Tang	7184
Iris Heisterklaus	10786
Fu-lei Chu	13472
Vladimir Petrov	17873
Xiaochen Xie	7803
Yuntao Ju	7790
Yajuan Du	2483
Christopher D. F. Rogers	19146
Maurizio Donarelli	3813
Florent Robert	4452
Carlos Henggeler Antunes	4746
Saumya Bhadauria	5893
Athanasios Paraskelidis	14443
Xiaoshu Si	5851
Chun-Ying Huang	9051
Kristof Major	4908
Shun Taguchi	15279
Shane Dominic	3757
Luqi Liu	13045
Zhishen Wu	19403
Lujie Zhang	19743
Pradeep Lall	15341
Zheng Chu	10511
Ma Wenpeng	8868
Natsumi Hashimoto	9916
Hwa-Yaw Tam	1352
Mohand A. Ouhrouche	5000
Fengmei Li	16213
Melanie Baljko	18718
Philippe Lutz	7472
Jim Bizzocchi	403
Hui Yu	1615
Shuji Morisaki	11752
Yan Du	15921
Hamed H. Alsulami	10762
Florian Güldenpfennig	3952
Shubham Agarwal	8975
Yibo Fan	12528
Zhao Xu	1099
Giovanni Russello	1001
Gian Carlo Bertuzzi	5027
Dian Tjondronegoro	11464
Richong Zhang	9350
Vishv Malhotra	8205
Deliang Fan	3554
Hannes Kaufmann	15260
Yoshikazu Hayakawa	448
David S. Lopez	517
Xue Liu	3702
Juan Luis Gamarra-Diezma	6498
Xiaolin Wang	17546
Liping Liang	18620
Ghiseok Kim	2762
Carlos Busso	7963
Chenggang Wu	14962
Alberto Perez Nunez	19646
Zhigang Hu	2125
Bin Cai	12184
Alan Díaz-Manríquez	7466
Maicol Flores de Melo	11738
Waqar Aslam	3028
Wenyu Cai	718
Michiaki Sugiyama	15170
Johan J. C. Gyselinck	12182
Angelika Steger	4075
Jung Hee Cheon	16575
Jens Geelhaar	16661
Zhi Kong	734
Jose Miguel Gil-Garcia	13258
Ning Jia	16426
Jose M. Faleiro	5201
Bin Yang	12659
Patricia Prieto-Cortés	7906
Xiaosen Chen	4162
Huu-Hung Huynh	6881
Alain Phommahaxay	12254
Gustavo Alonso	17903
Benjamin Tag	15348
Zhonghua Li	6947
Roberto Lloréns	8235
Mohamed Haiour	14368
Megan M. Herting	1812
Jian Yang 0011	8749
Marco Pedersoli	12542
Elisa Bertino	4508
Melesio Crespo-Sanchez	8431
Sergio Goma	17732
Tan-Phu Vuong	2769
Soongho Park	19108
Griffin Lacey	9826
Farhan Aadil	7210
Marco H. Terra	7885
Kiran Nagaraja	6542
João P. Vilela	10603
Jean-Christophe Prévotet	6505
Qi Jiang 0001	16974
Guodong Wang	16231
Katarzyna Bejtka	10848
Jianchao Lu	5024
Ashish Pandharipande	3869
Davide Andreoletti	5165
Risto Kaijaluoto	8872
Jieun Lee	10141
Yangjun Lu	332
Fabio Dentale	16848
Huchao Zhu	8837
Zhonghua Zhang	11402
Shuhong Wang	18000
Laura Ruotsalainen	6766
Byung-Hwa Park	210
Jian Xu	6873
Yangjun Lu	14980
Etienne Fournier	10162
Yuuki Ueba	16917
Jian Li 0019	4018
Emmanouil Pateromichelakis	5685
Mohamed Hassanin	15058
Adam Wittek	7741
Joon Ha Jung	5351
Yi-Cheng Chen	2450
Giuseppe Anastasi	6895
Wei Fan 0003	1028
Jinhua Yang	5722
Yongsoo Song	16342
Mariorosario Prist	2298
Zahid Akhtar	1183
Kamiar Aminian	5980
Wang Dai	664
A. Marotta	4155
Peng Su	10774
Zhigang Huang	4353
Franco Davoli	12037
Julian Parker	709
V. Brinda	14068
Tobias Höllerer	2470
Fabio Pareschi	19913
Marc Barcelo	11601
Marta Galvagno	15775
Mohammad Ebrahimi	6013
Jun Pang	2606
Huayan Pu	6008
Jens Petersen	903
Akihiro Sugimoto	19264
Fengling Bai	5989
Kun Gao	5826
Michele Stucchi	10758
Kalayu Belay	12449
Huachao Yang	4260
Tian Jin	3590
Weiyu Zhang	13372
James L. Kirtley	10691
Sujie He	19521
Seungryong Kim	14780
Ulrike Willer	5642
Hong Ao	8397
David Majer	6512
Xueqing Wang	17101
Mira Dontcheva	18149
Abir Jaafar Hussain	11401
Shun-ichi Azuma	12680
Amith Vijaykumar	4970
Lucas Thies	12332
Balazs Kovacs	9247
Marcel Geurts	15902
Nipon Ketjoy	4025
Joao Males	7819
Yanyu Wei	18355
Leon M. Tolbert	14423
Gaëtan Santomenna	13801
Qingquan Li	7866
Billy Sperlich	16139
Jeff Huang 0006	5984
Matthias Vestner	16157
Bonan Yan	3229
Maxime Berthou	6618
Chih-Yin Liu	6362
Adnan R. Zayadeen	330
Che Zulkhairi Abdullah	2865
Jianping Pan 0001	1243
Gennadiy Semenov	7495
Yaqin Zhou	7931
Sambit Bakshi	7192
Julio Gómez-Herrero	3743
Ali Elkamel	4176
Karsten Sohr	19025
Celia García-Hernández	5998
Orazio Tomarchio	18811
Francesco Ciampa	9871
Samarth Mehrotra	16078
Jukka Heikkilä	12534
Ming-Jer Kao	10968
Xiaowang Chen	13475
Hua Wang 0002	18686
Igor Lukin	16497
Sergei Kolesnik	3241
Byung-Gyu Kim	3919
Matilde D&apos;Arpino	9708
Jonathan Menard	16140
Timo Nummenmaa	17455
David J. Love	19668
Lijun Cai	13330
Xiaopeng Wei	11068
Uhn Lee	8063
M. Anand	843
Shanzhi Xu	747
Antonio Bandera	14472
Ji Liu	10046
Zi-Jun Jia	7479
Andreas K. Maier	3373
Yuji Tasaka	8681
Alvaro E. Prieto	18207
Leonard Daus	15842
Gilbert Tekli	8167
Maged S. Al-Quraishi	2300
Tatsuya Miyazaki	4430
Frédéric Giraud	12944
Mohit Jain	7368
Muhammad Rizwan Asghar	16675
Yawu Wang	5838
Panos Liatsis	14156
Peter J. Gawthrop	5184
Mohamed Jemni	5469
Motoi Iwashita	5662
Christoph Luckner	17008
Kung-Hau Ding	8152
Norihiro Tsujioka	9655
Mohammad Moradi Ghahderijani	14815
Hyoung-Kyu Song	8085
Benjamin Elliott	2085
Roland Bartmann	10439
Alexander Bejan	11251
Seon-Jin Choi	16197
K. T. Chau	8445
Rosa Agliata	12166
Ru Huang	17379
Jiayu Zhai	1747
Jian-Hao Wang	9095
Oktay Cetinkaya	8568
K. S. Abhay Narasimha	13357
Wenshuo Liu	3635
Asif Kabir	5838
Lei Yu 0006	11037
Marc-André Pick	3110
Mohammad Alshayeb	10697
Victor Guerra	17795
Abdolreza Sheikholeslami	184
Alexandre de Assis Mota	13387
Jing Bai 0006	11004
Robert A. Norwood	18905
Sebastian Grillo	1221
Angel X. Chang	3003
Carles Hernández	18313
Changhee Han 0002	14362
Gihyun Lee	11886
Weiping Ding 0001	1120
William Pourmajidi	100
David Reed	1909
Shiho Hirayama	755
B. K. Bhatta	7865
Chi Zhang	11297
Senlin Zhang	4256
Kai Tian	7809
Antonio Franchi	11114
H.-Y. Son	1197
Hui Yu	15246
Ying Liang	10545
Ross Hartley	985
Federica Porta	2230
Joaquín Cabezas	6221
Zhibin Han	6730
Xiaosen Chen	11633
Saifullah Payami	11852
Jose Motta	17365
Attaullah Y. Memon	16800
Quan Chen 0003	17543
Hyesoon Kim	8486
Fei Liu 0001	3139
Charalampos Kalalas	16235
Rajaram Tukaram Ugale	18146
Mohammed Moujabbir	2378
Honglu Ma	2512
Martin Klaus Müller	15989
Christopher Bongsoo Choy	3053
Antonio Balderas	11411
Zheng Zhao	5682
Beomsoo Hwang	5099
Gene Zhang	8629
Shilei Jiao	10909
Nejib Zemzemi	2197
Zhongjie Wang	12750
Felipe S. Delgado	6301
Rama Subramanian M.	13212
Jihyeok Yun	8377
Mottaqiallah Taouil	11302
Calvin Yi-Ping Chao	11546
Sosaburo Hikono	10571
Almudena Rivadeneyra	9852
Pravanjan Patra	15620
Qiaoling Fan	11690
Umair Ullah Tariq	6231
Maryam Alibeik	15900
Matthias Huber	12192
Sanjay G. Rao	6326
Tao Ma	9726
Yu Cheng 0001	19326
Mark Billinghurst	17919
Konstantin Aal	7464
Vincenzo Lippiello	10374
Steven Neale	19831
Sheng Ge	5509
Mateus Fogaça	4430
Li Jiang 0001	5564
Weigong Zhang	14616
Nicholas A. Lord	5672
Xiaoyan Su	3198
Minghang Lu	13047
Carsten Müller	8167
Yimin Wei	7636
Sergey Zakharov	473
Francis Berghmans	10480
Yoshinori Hiramatsu	10583
Gabriella Carrozza	7824
Quanbo Ge	15648
Kyu-Chil Park	8542
Ketan Rajawat	17754
Steffen Bernet	6440
Jaume Miret	4179
Pierre Gentine	11280
Melinda R. Hodkiewicz	4013
Sidharth Sharma	17964
Feng Chen 0007	8038
Zhengxiong Liu	17479
Venky Sundaram	18053
Jooyeun Ham	9084
Chika Sanada	9999
Fudong Li	10142
Gayam Trishal	8723
Tahereh Ahmadi Tameh	14326
Huu-Dung Ngo	9249
Georg Von Pfingsten	2270
Mina Sheikhalishahi	17876
Yong-Ju Kim	1075
Yuedong Kong	5538
Keiko Katsuragawa	2876
Mathieu Cousy	9991
Yueming Song	12711
Dan Goldman	14483
Willy Susilo	6392
Yun Ye	12587
Yasir Salih	15426
Pankaj Kumar Dalela	7458
Chen-Ling Wu	18679
Abdulmotaleb El-Saddik	19732
Mariam Alnuaimi	9455
Yifei Ji	2314
Megumi Kaneko	5610
Lilan Long	7812
Chikatoshi Yamada	8376
Chung-Wei Lin	12113
Lubos Omelina	939
Kanghyun Nam	7374
Gonzalo Carvajal	7651
Yongjie Sim	169
Laxit Gavshinde	13186
Liang Wu 0001	13402
Grégoire Lecerf	8773
Nicolas Dumelié	4384
Guangzheng Fei	8759
Mario Alonzo	3597
Paolo Casale	630
Deepak D. Ingole	3159
Sanjay Podder	8421
Matei Zaharia	9451
P. P. Rajeevan	13435
Gang Xu	15565
Sylvain Kuoch	6282
Meina Li	8556
Efthymios Kallos	7110
Carlos Morón	5500
Mohammad Reza Mohammadi	9269
Wai Man Ng	4793
Isaac Perez-Andrade	15737
Ka Wai Eric Cheng	15889
Yiling Yang	7058
Ankush Vashistha	1048
Shuta Nakamae	6547
David Konam	10415
Elisa Giaccardi	2034
Lingmin Kong	3937
Isidoro Urriza	14655
Antonio Bueno	3389
Mounir Khiat	17757
Reza Ahmadi	19931
Jostein Thorstensen	2822
Zhisheng Yin	5836
Yanyan Liang	5365
Yi-Chun Du	16217
Dongil Shin	1951
Xue Zhang	17374
Jérémy Plouzeau	3247
Ghias Farivar	5896
Manuela F. Frasco	7011
Tom Arjannikov	7122
Peter Han Joo Chong	9268
Yael Nemirovsky	13966
Shuai Han	11242
Alin Pantea	18401
Cheng-Ta Ko	6885
Hyundo Choi	19139
Mauricio Carrillo-Tripp	13703
Hela Ben Salah	2444
Matthieu Weber	6686
Peter Kryger Jensen	19863
Fadi M. Al-Turjman	16576
Fengling Bai	6175
Nirong Bao	13177
Johannes Hampel	16338
Kyoungha Kim	10987
Kang Liu 0019	12656
Xinqian Xie	10679
Jill Slay	657
Tony Nowatzki	5843
Zilong Zhang	19532
Roy Fisher	7052
Xia Liu	19903
Ali Gökhan Yavuz	12131
Tik Wai Kiral Poon	16335
Marcelino Ferri	17711
Cristina Gaspar	17808
Yulu Fu	6794
Saima Jamil	8805
Makoto Sato	3785
Peter H. L. Notten	12097
Leonardo Goratti	9079
Qiangwen Fu	12159
He Ma	2852
Shiping Huang	11285
Xiang Feng	14447
Inger Anne Tøndel	12782
Tri Dev Acharya	4118
Jie Zhang 0030	2180
Daniel Tweed	18150
Chunqi Chang	5369
Lorenzo Lunelli	11787
Chyan-Chyi Wu	17868
Shafiq ur Réhman	8802
Zhibin Ling	15771
Mengquan Li	7081
Fernando Pereira	4718
Faisal Alfouzan	19030
Yunan Han	13944
Yanwen Jiang	5308
Shijie Zhou	3510
Dong Liu 0006	3013
Xinna Shang	14250
B. Shravan Kumar	17264
Jong-Hun Lee	745
Xiuqing Yang	1496
Myounghoon Shim	9334
Christian Bilgera	13309
Giulia Romani	6760
Gautam Shroff	18512
Zhongyu Wang	15903
Ju-Yeon Jo	3486
Peter Schoo	4704
Roberto Buffa	8767
Abdullahi Abubakar Mas&apos;ud	7711
Jinming Xu 0001	6658
Dmitriy Proschenko	915
Raphael C. S. Machado	1527
Pascal Bigras	4915
Werasak Kurutach	10184
Yilin Ji	12524
Ala I. Al-Fuqaha	600
Reinhard Töpfer	652
Claire Gauzente	3529
Yazhou Wang	5237
Maria Strantza	12346
Lukasz Kulacz	16531
Sarah Kate Wilson	13256
Longquan Jiang	8472
Xia Wan	19745
Hideo Taniguchi	8436
Yue Qu	19207
Steve Draper	8425
Marwan Bikdash	693
Woo-Jin Chang	9811
Yunqi Wan	9721
Haixing Wang	12214
Suyash Mahar	17396
María José Lasala	260
Hubert Razik	11183
Robin Wolff	3322
Freddy Dardenne	699
Nicolás Guil Mata	9433
David G. Dorrell	13749
David Reilly	7262
Yulong Chen	14290
Peter Egger	2686
Daniel Große	16350
Jung-Chun Liu	19631
Feng Li 0006	163
Zhuowen Lv	7332
Zied M. Ouertani	15939
Yimin Wei	15783
Morteza Aghaei	7560
Zhishen Wu	19411
Shunren Xia	18410
Guowang Miao	16393
Yuze Lou	3266
Zhanfeng Zhao	601
Thomas Luth	12732
Yuming Mao	4649
Kun Wang 0005	18632
Seyed Hamid Fathi	1303
Hussein Al Haj Hassan	17
Ha Kyung Kong	8877
Petri Komulainen	2725
Yong Feng	1043
Yu Hong	5353
Tryphon T. Georgiou	13596
Dani Juricic	16967
Mingchi Feng	16450
Anirban Banerjee	19339
Run Jiang	15292
Shinichi Shiraishi	12102
Dan-Yong Li	7838
Joana Santos	4199
Chih-Yu Wang 0001	14207
Kai-Wei Hu	7221
Riqing Chen	16195
Jun-Young Song	7602
Pawel Skrzypczak	302
Igor A. Levitsky	17891
Burkhard Stiller	3154
Soledad Escolar	4769
Hongliang Liang	7766
Anna N. Kim	16642
Xiongxiong He	15110
Mingqian Liu	5176
Kyoung Kwan Ahn	7352
Martin Ordonez	11359
Ian M. Sander	44
Helen Gibson	3152
Suvendu Kumar Mohapatra	15433
Jayadeep Pati	4700
Jia-Ping Huang	4014
Xiaoyang Huang	7984
Jang Myung Lee	4524
Tian Wang	10350
Hiroshi Sankoh	13515
Zaher Hashisho	11803
Asmae El Mejdoubi	12943
Jianhong Xu	14321
Sheng-dong Mu	4873
L. P. Lara	15837
Julio C. Rodríguez-Quiñonez	17804
Newsha Ardalani	11448
Yongjun Gong	1524
Jian Xu	19705
Huijie Wang	16537
Donald Kossmann	2429
Adi R. Bulsara	5098
Muhammad Aman	6194
Pablo F. Diez	13720
Francesca Uccheddu	8682
Ishaq A. Raji	1335
Ming-Bao Huang	5779
Maureen Schoonheyt	4164
Masanori Hashizaki	11979
Chengxiong Mao	1396
Francesco Tisato	11592
George Goussetis	12975
Miseon Han	10484
Lu Ding	8321
Jun Wang 0002	19705
Shoujun Song	19484
Laurent A. Francis	7715
Yun-Chung Leung	5153
Lyes Djoumi	14349
Zhengzheng Liu	9636
Muhammad Usman Memon	16694
Rainer Bader	19095
Sajjad Parvin	18251
Masakazu Koike	9953
Huihui Dong	9447
Almas Shintemirov	5512
David M. McIntire	8904
Liming Du	11995
Pinyi Ren	3580
Yu-Hsuan Chen	13026
Binfeng Wang	15530
K. Murali Krishna	15963
Sidi Lanee	9366
Jong R. Kim	19296
Ishank Sharma	3813
Ran Zhang	11754
Ali S. Sadri	2352
Wenping Ma 0001	4511
Yann Schoenenberger	1658
Husheng Wu	2151
Ning An	2258
Zhipei Huang	16840
H. Guermoud	9045
Wensheng Lin	4820
Noga Ron-Zewi	7873
Shuang Li 0005	16087
Hsiu-Wen Chang	13582
Monica Navarro	11955
Songtao Ji	9396
Xin Shu	18071
Tao Peng 0010	14318
Kai Zhang 0002	3659
Javier Matamoros	5105
Lei Wang 0045	1109
Kazuto Ichimaru	2159
Zhuoxuan Shen	5793
Christian Paroissin	11426
Kashif Sharif	14871
Jiapan Guo	17648
Minggang Wang	13019
Hai Wang 0002	17143
Wence Zhang	12888
Joaquin Ascorbe	18721
Lingyu Duan	6502
Zito Palhano da Fonseca	9469
Anqi Yu	13123
Yu-Huei Cheng	15897
Elena Doynikova	16339
Joan Arnedo-Moreno	14283
Wenjing Ma	18343
Fabrizio Fossati	19048
Ira Nath	12755
Kazuto Nakanishi	7492
Tao Song	14643
Fernando O. Souza	12912
Hila Kloper	1141
Qunfeng Liu	5848
Carlos Amo	10716
Andreas Schott	16650
Haibo Zhou	4450
Marian-Cristian Rotariu	13147
Andrew P. Wilson	11792
Yudong Qin	12729
Aisling Kelliher	15846
Esteban Walter Gonzalez Clua	17438
Fernando Las-Heras Andrés	15310
Ajay Ladhar	12389
Flavio Capraro	14561
Héctor C. Goicoechea	16665
Shuangxia Niu	7929
Mohd Fadzli Mohd Salleh	10708
Hongjian Yu	13315
Joaquín Vaquero Lopez	16548
Habibullah Jamal	11405
Junzhou Luo	3788
Roland Jacob	497
Jinhua Yang	15698
Xianhua Chen	19706
Jedidiah R. Crandall	14082
Jehad M. Hamamreh	18794
Steven Gordon	10493
Sara Arabi	17277
Cheng Zhu	6851
Jiachen Mao	16061
Jeffrey H. Reed	18895
Guru Praanesh Raman	12744
Zhenyu Zhu	13656
Daniel García-Coego	13202
Tatyana Ogay	10057
Stéphane Devismes	7972
Paulina Delis	19937
Seneke Chamith Chandrathna	13559
Hsun Yu	5854
Samer Mohammed	19876
Michael Breuer	19422
Yajing Hao	6101
Xiaohua Ge	11432
Rodrigo Mora-Martínez	9297
Daeyeon Kim	14992
Xiaodong Li 0002	5695
Blacki Li Rudi Migliozzi	16830
Jacques Carlier	19629
Yongli Feng	1521
Lyne P. Tchapmi	2316
Joël Agnus	10433
Tsukasa Ogasawara	11039
Pietro Malara	11657
Michael Duersch	13816
Mizuho Wakabayashi	5490
Vicente Casares Giner	19173
Paolo Benedusi	8864
Lingxiao Xue	665
Parag Kanjiya	19209
Johannes Brendel	17467
Fung Yu Young	4907
André Lourenço	19764
Michela Diana	9070
Lingjiang Kong	17417
Ifigeneia Antoniadou	3136
Kaixiang Wang	8118
Beom Kwon	17612
Raphael Finger	5496
Gi-Moon Hong	10673
Yidong Lou	19890
Jaemin Baek	11275
Theodoros Stouraitis	5273
Silverio Bolognani	12468
Susan Nnedimpka Nnadi	17393
Estefany Lancheros	1123
Duck-Gyu Lee	843
Xinyu Zhang	3419
Ali Ahmadi	12754
Haodi Mei	17918
George Tadros	9305
Jean-Noel Verhille	15907
Fabien Gays	5940
Leming Zhou	5726
Qunfei Zhang	17565
Mattia Monga	18065
Xiaojuan Ding	888
Soo-Hyun Park	8880
Hugo Águas	3378
Gang Li 0011	8707
Martin Burtscher	15713
Brij Bhooshan Gupta	16445
Guanghui Teng	11843
Matias Diaz	906
Sizhao Li	2562
Zhiyi He	17560
Nguyen Van Hieu	18715
Yi-Shiang Shiu	14236
Gunho Sohn	16725
Hongwei Ge	2871
Ronan Guivarch	15740
Thecla Schiphorst	10238
Zhenhua Chai	17305
Shiyin Qin	15892
Tao Su	75
Jonathan Andersh	10812
Radhika Biyani	17647
Liang Guo	11231
Danni Cong	11059
Zongyi Guo	15998
Jinlong Wang	12340
Ulrike Willer	7528
Baoming Ge	11218
Arnold P. O. S. Vermeeren	13970
Md Shipon Ali	19678
Hojong Choi	18884
Moon Soo Cha	7261
Frank Rudzicz	17847
Tian-Fu Pan	15162
Clara Maria Colombini	14410
Yingnan Ma	13851
Mingli Song	16838
María José Hernández	11567
Alessio De Angelis	16493
Kshirasagar Naik	11953
Luis Filipe Coelho Antunes	660
Yingchun Fu	18544
Jaison Mathew	5425
Hang Yang	1617
Jian-Hui Ye	17617
Soon-Ju Kang	14564
Matthieu Gautier	7289
Min Hyoung Cho	8821
Michael Eisenberg	11382
M. Pallikonda Rajasekaran	7593
Xixi Yan	14210
Somayeh Koohborfardhaghighi	4432
Giovanni Giusfredi	13844
Tsutomu Oshita	9019
Manoj Madhava Gore	2398
Yangjie Wei	16579
Céline Loscos	7952
Raimo Kantola	11453
Min Zhu	5570
Liming Chen 0001	540
Jiawei Han 0003	1748
Brigitte Chebel-Morello	5650
Tasawar Hayat	8596
Michael Drack	13025
Taiqi Wang	3844
Ewaldo Zihan	2580
Lin Zhao 0001	9287
Paul Oman	9203
Hamid Reza Karshenas	6
Mitsunori Kirihata	5232
Sophie Hilgard	1018
Komal Pathade	8029
Stéphane Caux	15726
Mahmoud Paripour	11847
Jian Sun	133
Vesa Ruuskanen	13583
Melitta Kitzwögerer	10186
Lianwu Guan	86
Omair Shafiq	11861
Ki-Young Nam	19369
Luis Alberto Morales-Hernández	18623
Can Huang	7754
Zhefeng Wu	9803
Binfeng Zhang	12893
Chien-Yuan Tseng	13325
Mohamed Jmaiel	2573
Jianjun Yu	13314
Jorge Luis Pérez-Medina	15144
Antonio Javier Barragán-Piña	15440
Antonio Barreiro	14623
Lukasz Wieckowski	7686
Yasir Salih	11800
Rui Zhong	12727
Jun Pan 0001	14192
Md. Auhidur Rahman	3083
Prabhakar T. Venkata	15752
Antonio Lagudi	1030
Xinyu Hu	3952
Fan Wang	844
Kelly Hughes	8031
Ahmed Alkhateeb	18750
Hojoon Kim	2689
Jiabin Cui	17151
Xiao-Jian Li	14955
Girdhari Singh	16832
Tekin Bicer	18222
Rafal Dlugosz	2604
Cristian Viespe	8809
Suyong Chae	5241
Ting-Ting Chang	8014
Xiaoyun Xie	4218
Na Han	7143
Karin Coninx	10152
Peixia Wang	17798
Shuwei Li	7600
Enver Tatlicioglu	3639
K. P. Arun	5718
Vinh Pham-Xuan	9557
Rongxin Fang	10605
Kenshi Nakaima	12317
Isuru Balasooriya	32
Hongyin Li	11129
Seonmin Jang	5529
Maria Hafeez	15449
Emmanuel Mogaji	11389
Daniele Riccio	4146
Brigitte Jaumard	8761
Xiang Ma	9682
Thomas Lorünser	14491
Ada Fort	16608
Ming Lim	3208
Nak-Kyu Lee	1998
Samantha Melani	9405
Ivan Ruiz-Rube	5709
Jiyan Huang	9891
Vassilis J. Tsotras	8913
Ananta Ghimire	3738
Tae-Yong Kuc	19772
Samantha M. Grist	11720
Lijuan Yu	4591
Ferdous Ahmed	6525
Krzysztof Pietroszek	2947
Jose Maria Rodríguez Corral	8532
Xinmin Li	11106
Andreas Herrholz	16187
Liyang Pan	8975
Li Chen	16384
Wei Yan	17157
Sourangshu Bhattacharya	286
Amy Carr-Bottomley	814
Jongeun Lee	2428
Alfredas Brunius	3261
Hiroshi Ohta	11921
Wei Cui 0001	5246
Taewoong Jeon	8283
Yue Wang	7413
Anna Kurzych	5432
Imran M. Saied	8767
Ningyuan Cao	12849
Viju Nair R	6691
Olivier Blazy	18884
Xianglei Xing	11075
David R. Jacques	13152
Zongwu Xie	1698
Fahad Alswaina	17599
Saswat Padhi	741
Dragan S. Djordjevic	1726
Xuguang Wu	2971
Koen C. Mertens	10759
Federico Cruciani	18537
Kazunori Hasegawa	5349
Martin Pirker	16878
Rajesh M. Hegde	14381
Hatim Lokhandwala	9195
Nhu-Ngoc Dao	4730
Der-Chiang Li	158
Hripsime Matevosyan	82
Luiz A. DaSilva	6817
Rosario Iemmolo	16870
GoangSeog Choi	11334
Kok Kiong Tan	14420
Ya-Wen Liu	17170
Neil R. Clark	15261
Iason Manolas	1421
Steven Begg	6682
Senentxu Lanceros-Mendez	9689
Xiaolan Tang	14295
Zhipeng Gao	1637
Kazumasa Miura	1721
Prithvi Perepa	3404
Oana-Maria Ferche	13536
Shoichi Umezu	7452
Ming Chen	9438
Takakazu Satoh	4733
Carelia Gaxiola-Pacheco	12443
Mauridhi Hery Purnomo	3407
Sarah Leon Rojas	18925
G. Akhil	9692
Chintha Tellambura	19487
Ahmad Haj Mosa	3180
Raj Kumar	10415
Soomi Ju	338
Huijie Zhang	208
Miki Namatame	9959
Edward Sazonov	2159
Zi-Yue Chen	10367
Vincenzo Mazzaracchio	12061
En Wang	17323
Emilio José Bueno	12692
Siti Anom Ahmad	15390
Jungong Han	10927
Susana Suárez-Seoane	19610
Jeremy Lesprier	13054
Ruiyun Yu	17717
Anders Rantzer	49
Kimihiro Susumu	3883
Lili Cong	1166
John Dudgeon	15978
Mano Misra	849
Jean Jyh-Jiun Shann	2336
Domenico A. Palumbo	2498
Shih-Lin Wu	6501
Amit Kumar Jain	9953
Roberto Calderon	11309
Jian Shi	14703
Derek S. Bernsen	14952
Xiaofang Chen	8206
Bogdan-Florin Gheran	19353
José M. F. Moura	2574
Heugjoo Shin	11081
Yichen Zhang	15741
Peter Corcoran 0001	406
Ren-Shin Cheng	2128
Xiaoming Yuan	16227
Xianglin We	18553
Arnaldo Marulitua Sinaga	3025
Yifan Luo	19851
Osman Kukrer	1739
Sarah Sterman	10341
Ji-Hun Bae	624
Van-Dung Hoang	2838
Liang Yu	3285
Qiangqiang Ouyang	8000
Marek Eliás 0002	17148
Nandor Bodo	17989
Yunpeng Fan	10948
Thomas Lorünser	2556
Pham Tuan Cuong	14794
Mariusz Sikora	8274
Anas Sakout	17756
Jaydeep Sen	14162
Hui Du	2311
Yanling Jiang	17141
Hyeong Keun Kim	11671
